band,residents,year,licence_holders,driver_deaths,driver_hospitalised,drivers_involved,licence_share,travel_share,travel_share_low,travel_share_high,esra_national_share,travel_capped,travel_weighted_drivers,travel_weighted_drivers_low,travel_weighted_drivers_high,deaths_per_million_residents,deaths_per_million_residents_low,deaths_per_million_residents_high,deaths_per_100k_licence,deaths_per_100k_licence_low,deaths_per_100k_licence_high,deaths_per_100k_travel,deaths_per_100k_travel_low,deaths_per_100k_travel_high,involved_per_10k_licence,involved_per_10k_licence_low,involved_per_10k_licence_high,deaths_per_1k_involved,deaths_per_1k_involved_low,deaths_per_1k_involved_high,sex
45-54,7689381,2021,6415357,212.0,1124.0,31486.0,0.8343138413872326,0.8275705062132526,0.7972503345819877,0.8343138413872326,0.7762,False,6363504.926636566,6130361.574978379,6415357.0,27.570489744232987,23.9838712645548,31.542174043026304,3.304570579626356,2.874682172919039,3.7806125798632824,3.331497381460388,2.874682172919039,3.9563701230134227,49.079108146280866,48.5384777984432,49.62425862343752,6.733151241821762,5.857242076100923,7.703099592998147,total
55-64,6500036,2021,5064864,173.0,768.0,18646.0,0.7792055305539847,0.6287329808721587,0.6056977328211989,0.6500514029057548,0.7762,False,4086787.010056343,3937057.0684561743,4225357.520737911,26.615237207917005,22.796876205050577,30.890204301535796,3.4156889503844527,2.925656365508968,3.964320463636092,4.233154298824467,3.506934390595523,5.099937250492324,36.81441397044422,36.28787392274462,37.34668265216292,9.27812935750295,7.947040438719946,10.768392148843587,total
65-74,4725488,2021,3016460,80.0,328.0,7432.0,0.6383383049539011,0.1990936919031087,0.191799383002679,0.20584435311755553,0.7762,False,940814.8519638373,906345.6827865636,972715.0205247712,16.929468448549652,13.42401559182678,21.070188934442,2.652115393540773,2.1029625650925374,3.3007871799207837,8.503267123495093,6.521439810476835,10.985535304953352,24.63815200599378,24.081149787238243,25.204786889574887,10.76426264800861,8.535390822253815,13.397056642550924,total
75+,4670856,2021,1612753,80.0,152.0,3798.0,0.3452799658135468,0.1990936919031087,0.191799383002679,0.20584435311755553,0.7762,False,929937.9653877866,895867.2988943612,961469.331825253,17.127481557984233,13.581027672655793,21.316633389562526,4.960462017432304,3.9333378757311475,6.173724368668883,8.602724372763916,6.597716899671187,11.114026049429357,23.549793427759862,22.806725083555357,24.31090651244248,21.0637177461822,16.702218165084346,26.215620054617816,total
15-24,4964880,2022,1745106,121.0,745.0,21954.0,0.35149006622516554,0.35149006622516554,0.35149006622516554,0.35149006622516554,0.7676000000000001,True,1745106.0,1745106.0,1745106.0,24.3711831907317,20.222561585122175,29.12045403946,6.933676235139871,5.753380686487891,8.284858332470014,6.933676235139871,5.753380686487891,8.284858332470014,125.80324633575266,124.14456631527743,127.47854949306448,5.51152409583675,4.57331655109508,6.585567999063231,total
25-34,5317603,2022,3874236,173.0,997.0,32914.0,0.7285681161229975,0.7285681161229975,0.7285681161229975,0.7285681161229975,0.7676000000000001,True,3874236.0,3874236.0,3874236.0,32.5334553933417,27.866035885035444,37.75901284983808,4.465396532374383,3.824767412733043,5.182633169671067,4.465396532374383,3.824767412733043,5.182633169671066,84.95610489397136,84.0407430003591,85.87895136875592,5.256122014948047,4.502051285786356,6.100365802009404,total
35-44,6880032,2022,5509412,211.0,1047.0,34768.0,0.8007829033353333,0.8007829033353333,0.8007829033353333,0.8007829033353333,0.7676000000000001,True,5509412.0,5509412.0,5509412.0,30.668462007153455,26.669721209352495,35.097589420746004,3.8298097873239465,3.3304558699081475,4.382909434574759,3.8298097873239465,3.3304558699081475,4.382909434574759,63.10655293160141,62.444939089230154,63.77342969061499,6.068798895536125,5.277511946370913,6.945252483248791,total
45-54,7804971,2022,6510911,228.0,1267.0,34777.0,0.8342005370679788,0.8216034161022302,0.7911646138258758,0.8342005370679788,0.7676000000000001,False,6412590.83617884,6175016.867137159,6510911.0,29.212152101526065,25.54313463212004,33.26023101751261,3.5018141086554553,3.06198971315677,3.9870785907684256,3.5555051900966372,3.06198971315677,4.203958371782376,53.413416340662614,52.853498347070946,53.97778771555738,6.55605716421773,5.732622855703269,7.464563894096282,total
55-64,6660259,2022,5198645,209.0,897.0,21360.0,0.7805469727228326,0.6242826942116178,0.6011542393862878,0.6456873762823543,0.7676000000000001,False,4157884.432667175,4003842.9332606774,4300445.159070937,31.380161041785314,27.269786256925624,35.93517150872547,4.020278360995991,3.4936765127406315,4.603844837597728,5.026594735485035,4.223372991111529,5.977695764968957,41.08762956501165,40.53844492135252,41.642394518043226,9.784644194756556,8.502988733415973,11.204941454004326,total
65-74,4848615,2022,3136918,112.0,360.0,8746.0,0.646971970346171,0.19768447045580181,0.19036064683070475,0.20446244665098048,0.7676000000000001,False,958495.8887190575,922985.4876330575,991359.6857686437,23.099379926020113,19.019957974093302,27.794556443878385,3.57038341454893,2.9398426587038107,4.296099014769765,11.684974481181948,9.302421195497365,14.600999159556954,27.88086905682584,27.29957573468695,28.47142232441815,12.805854104733593,10.544300655449165,15.408770099718202,total
75+,4737143,2022,1688847,75.0,195.0,4481.0,0.35651172024994815,0.19768447045580181,0.19036064683070475,0.20446244665098048,0.7676000000000001,False,936459.6054284084,901765.6056095451,968567.8479155656,15.832327628699407,12.453130019813935,19.845959779730684,4.440899619681357,3.4930492638736044,5.566706128431573,8.008887897058758,6.090668591612601,10.425453007301707,26.53289492772288,25.76165386504764,27.32136025407704,16.73733541620174,13.164976054776043,20.980394878114875,total
15-24,5144922,2023,1770521,125.0,841.0,22235.0,0.34412980410587374,0.34412980410587374,0.34412980410587374,0.34412980410587374,0.759,True,1770521.0000000002,1770521.0000000002,1770521.0000000002,24.295800791537754,20.223610595554266,28.947349823171777,7.060068759421662,5.876739054351812,8.411753204109559,7.060068759421661,5.876739054351811,8.411753204109557,125.58450309259251,123.93916895023182,127.24622151809345,5.621767483696874,4.679509740161917,6.69808216536688,total
25-34,5412941,2023,3847216,160.0,1045.0,32730.0,0.7107441222802909,0.7107441222802909,0.7107441222802909,0.7107441222802909,0.759,True,3847216.0000000005,3847216.0000000005,3847216.0000000005,29.55879253071482,25.15610326931255,34.51032413362294,4.158851491572087,3.5394036307474273,4.855520158633595,4.158851491572087,3.539403630747427,4.855520158633595,85.07450582447152,84.15530217723897,86.00124665838898,4.88848151542927,4.160357555352763,5.7073739207509036,total
35-44,6754256,2023,5335636,192.0,1121.0,34695.0,0.789966504082759,0.789966504082759,0.789966504082759,0.789966504082759,0.759,True,5335636.0,5335636.0,5335636.0,28.426520996539075,24.547653698355184,32.74426141131911,3.598446370779416,3.107429691194034,4.145018964992563,3.598446370779416,3.1074296911940333,4.145018964992563,65.02505043447492,64.34260797092922,65.71292723261222,5.533938607868569,4.778819347976299,6.3744955786992525,total
45-54,7908957,2023,6597987,234.0,1377.0,36688.0,0.8342423659655754,0.8143301726403838,0.7838189901114311,0.8342423659655754,0.759,False,6440502.319215371,6199190.688574733,6597987.0,29.58670783012223,25.916996327085364,33.63039319529385,3.546536239007443,3.1066507030110255,4.031249738362195,3.6332569790691043,3.1066507030110255,4.290581578090219,55.60483826354917,55.03729297349483,56.176777952147134,6.378107283035325,5.587015087224053,7.249818296845608,total
55-64,6812091,2023,5319284,229.0,1056.0,23269.0,0.7808592104832422,0.6188439439183097,0.5956572057079267,0.6403025654906899,0.759,False,4215621.260770422,4057671.090088116,4361799.343656039,33.616697134550904,29.403390478597597,38.264294031963125,4.305090685137323,3.765517532975122,4.900280808403719,5.432176797546307,4.592108803447411,6.423878308747524,43.744609236882255,43.18433053767624,44.310341159366224,9.841419914908247,8.607957868784236,11.202022132300042,total
65-74,4947149,2023,3254092,131.0,421.0,9643.0,0.6577711728512725,0.19596224351976332,0.18861996396081224,0.20275730012085091,0.759,False,969454.4170665536,933131.0660887683,1003070.5745355674,26.47989781589356,22.13978593742594,31.422130776325233,4.025700564089767,3.3658796327992815,4.777061092555668,13.512754977834792,10.919353297873764,16.658963407952672,29.633458427112693,29.04491584381601,30.23092599213335,13.584983926164057,11.358376009597718,16.120498065743707,total
75+,4860882,2023,1789835,98.0,249.0,5067.0,0.3682119829282011,0.19596224351976332,0.18861996396081224,0.20275730012085091,0.759,False,952549.3422048342,916859.3876577609,985579.310526042,20.16095021438496,16.367633913834492,24.56974069585217,5.475365047616121,4.445166011076308,6.67271621647444,10.288180953772185,8.072525084955645,13.02605523822324,28.309872139051922,27.53568740791985,29.100304433039256,19.340832839944742,15.701822986845796,23.570280302572588,total
15-24,5305535,2024,1788324,106.0,908.0,23295.0,0.3370676095813146,0.3370676095813146,0.3370676095813146,0.3370676095813146,0.759,True,1788324.0,1788324.0,1788324.0,19.979134997695805,16.357278722471065,24.164188253955025,5.927337551808285,4.85281832413061,7.168944024010597,5.927337551808285,4.852818324130611,7.168944024010597,130.26163044280565,128.59417455040747,131.94530666638278,4.5503326894183305,3.725439569299228,5.50349630942036,total
25-34,5504183,2024,3838616,160.0,1079.0,32350.0,0.6973997775873367,0.6973997775873367,0.6973997775873367,0.6973997775873367,0.759,True,3838616.0,3838616.0,3838616.0,29.06880094648016,24.73909439179183,33.93825176709733,4.168168944223647,3.5473332781058575,4.866398421362728,4.168168944223647,3.5473332781058575,4.866398421362727,84.27516584102186,83.35928082417445,85.19860501330741,4.945904173106646,4.209227288615021,5.774415716419694,total
35-44,6645201,2024,5175805,194.0,1083.0,33471.0,0.778878622332116,0.778878622332116,0.778878622332116,0.778878622332116,0.759,True,5175805.0,5175805.0,5175805.0,29.194000301871984,25.23023686480295,33.60378547753585,3.748209215764504,3.2393027798424674,4.314380253102787,3.748209215764504,3.2393027798424674,4.314380253102787,64.66820137157409,63.97723849003458,65.36476658611866,5.796062262854411,5.009112223842294,6.671563707660563,total
45-54,7997979,2024,6630693,255.0,1427.0,37104.0,0.8290460627616052,0.8155164611751465,0.7849608309918734,0.8290460627616052,0.759,False,6522483.530633138,6278100.242095552,6630693.0,31.883054456632102,28.089537464023984,36.046052523181835,3.8457518693747397,3.3881757269862605,4.347895025652754,3.9095537582023936,3.3881757269862605,4.5920829549716755,55.957951906384444,55.39000519044685,56.530271302110165,6.872574385510996,6.054860143299297,7.7699323823120245,total
55-64,6937044,2024,5428294,222.0,1026.0,23877.0,0.7825082268470548,0.6208132603688995,0.5975527361492294,0.6423401686505296,0.759,False,4306608.902962512,4145249.6229875954,4455942.012896144,32.002103489613155,27.930566812817723,36.50025080637629,4.089682688520556,3.5693639829651143,4.664519752520182,5.154867901918988,4.348251623667892,6.108289461042804,43.98619529450689,43.43001874181988,44.547715408471326,9.297650458600327,8.114736814736203,10.604508349242696,total
65-74,5068556,2024,3394739,131.0,482.0,9875.0,0.6697645246496241,0.1965858444673859,0.1892201999356297,0.2034025246407468,0.759,False,996406.3614902355,959073.1797049355,1030957.086683005,25.845625460190238,21.609472177194213,30.66947723335139,3.8589122757301815,3.2264283015734287,4.579143281647473,13.147246451144197,10.623994080388753,16.20835261974396,29.089128796057665,28.518190375406355,29.668622082268175,13.265822784810126,11.09152606182793,15.741768389667502,total
75+,4981669,2024,1885997,114.0,225.0,5437.0,0.3785873770417103,0.1965858444673859,0.1892201999356297,0.2034025246407468,0.759,False,979325.6072219978,942632.4041931285,1013284.0515245444,22.883896942972324,18.876393064644677,27.49055057372045,6.044548321126704,4.986006985268555,7.261348962168837,11.64066365254942,9.280314046241317,14.528338191732376,28.82825370347885,28.067009319058176,29.604914712876106,20.967445282324814,17.295556770637372,25.18830671069255,total
