province,age_group,sex,reference,year,Periodo,population
19 Guadalajara,De 70 a 74 años,Hombres,1 January,2010,1 de enero de 2010,3499
19 Guadalajara,De 70 a 74 años,Mujeres,1 January,2010,1 de enero de 2010,3949
19 Guadalajara,De 70 a 74 años,Total,1 January,2010,1 de enero de 2010,7448
19 Guadalajara,De 75 a 79 años,Hombres,1 January,2010,1 de enero de 2010,3911
19 Guadalajara,De 75 a 79 años,Mujeres,1 January,2010,1 de enero de 2010,4481
19 Guadalajara,De 75 a 79 años,Total,1 January,2010,1 de enero de 2010,8391
19 Guadalajara,De 80 a 84 años,Hombres,1 January,2010,1 de enero de 2010,2991
19 Guadalajara,De 80 a 84 años,Mujeres,1 January,2010,1 de enero de 2010,3806
19 Guadalajara,De 80 a 84 años,Total,1 January,2010,1 de enero de 2010,6797
19 Guadalajara,De 85 a 89 años,Hombres,1 January,2010,1 de enero de 2010,1708
19 Guadalajara,De 85 a 89 años,Mujeres,1 January,2010,1 de enero de 2010,2595
19 Guadalajara,De 85 a 89 años,Total,1 January,2010,1 de enero de 2010,4304
19 Guadalajara,Todas las edades,Hombres,1 January,2010,1 de enero de 2010,128818
19 Guadalajara,Todas las edades,Mujeres,1 January,2010,1 de enero de 2010,121713
19 Guadalajara,Todas las edades,Total,1 January,2010,1 de enero de 2010,250531
20 Gipuzkoa,90 y más años,Hombres,1 January,2010,1 de enero de 2010,1154
20 Gipuzkoa,90 y más años,Mujeres,1 January,2010,1 de enero de 2010,4384
20 Gipuzkoa,90 y más años,Total,1 January,2010,1 de enero de 2010,5538
20 Gipuzkoa,De 0 a 4 años,Hombres,1 January,2010,1 de enero de 2010,18500
20 Gipuzkoa,De 0 a 4 años,Mujeres,1 January,2010,1 de enero de 2010,17370
20 Gipuzkoa,De 0 a 4 años,Total,1 January,2010,1 de enero de 2010,35870
20 Gipuzkoa,De 10 a 14 años,Hombres,1 January,2010,1 de enero de 2010,15452
20 Gipuzkoa,De 10 a 14 años,Mujeres,1 January,2010,1 de enero de 2010,14498
20 Gipuzkoa,De 10 a 14 años,Total,1 January,2010,1 de enero de 2010,29950
20 Gipuzkoa,De 15 a 19 años,Hombres,1 January,2010,1 de enero de 2010,14795
20 Gipuzkoa,De 15 a 19 años,Mujeres,1 January,2010,1 de enero de 2010,13708
20 Gipuzkoa,De 15 a 19 años,Total,1 January,2010,1 de enero de 2010,28502
20 Gipuzkoa,De 20 a 24 años,Hombres,1 January,2010,1 de enero de 2010,17018
20 Gipuzkoa,De 20 a 24 años,Mujeres,1 January,2010,1 de enero de 2010,16153
20 Gipuzkoa,De 20 a 24 años,Total,1 January,2010,1 de enero de 2010,33171
20 Gipuzkoa,De 25 a 29 años,Hombres,1 January,2010,1 de enero de 2010,22386
20 Gipuzkoa,De 25 a 29 años,Mujeres,1 January,2010,1 de enero de 2010,21081
20 Gipuzkoa,De 25 a 29 años,Total,1 January,2010,1 de enero de 2010,43467
20 Gipuzkoa,De 30 a 34 años,Hombres,1 January,2010,1 de enero de 2010,29733
20 Gipuzkoa,De 30 a 34 años,Mujeres,1 January,2010,1 de enero de 2010,27639
20 Gipuzkoa,De 30 a 34 años,Total,1 January,2010,1 de enero de 2010,57372
20 Gipuzkoa,De 35 a 39 años,Hombres,1 January,2010,1 de enero de 2010,30593
20 Gipuzkoa,De 35 a 39 años,Mujeres,1 January,2010,1 de enero de 2010,28203
20 Gipuzkoa,De 35 a 39 años,Total,1 January,2010,1 de enero de 2010,58796
20 Gipuzkoa,De 40 a 44 años,Hombres,1 January,2010,1 de enero de 2010,28845
20 Gipuzkoa,De 40 a 44 años,Mujeres,1 January,2010,1 de enero de 2010,27436
20 Gipuzkoa,De 40 a 44 años,Total,1 January,2010,1 de enero de 2010,56281
20 Gipuzkoa,De 45 a 49 años,Hombres,1 January,2010,1 de enero de 2010,27320
20 Gipuzkoa,De 45 a 49 años,Mujeres,1 January,2010,1 de enero de 2010,27363
20 Gipuzkoa,De 45 a 49 años,Total,1 January,2010,1 de enero de 2010,54683
20 Gipuzkoa,De 5 a 9 años,Hombres,1 January,2010,1 de enero de 2010,17109
20 Gipuzkoa,De 5 a 9 años,Mujeres,1 January,2010,1 de enero de 2010,16259
20 Gipuzkoa,De 5 a 9 años,Total,1 January,2010,1 de enero de 2010,33368
20 Gipuzkoa,De 50 a 54 años,Hombres,1 January,2010,1 de enero de 2010,25294
20 Gipuzkoa,De 50 a 54 años,Mujeres,1 January,2010,1 de enero de 2010,25405
20 Gipuzkoa,De 50 a 54 años,Total,1 January,2010,1 de enero de 2010,50698
20 Gipuzkoa,De 55 a 59 años,Hombres,1 January,2010,1 de enero de 2010,22282
20 Gipuzkoa,De 55 a 59 años,Mujeres,1 January,2010,1 de enero de 2010,22953
20 Gipuzkoa,De 55 a 59 años,Total,1 January,2010,1 de enero de 2010,45235
20 Gipuzkoa,De 60 a 64 años,Hombres,1 January,2010,1 de enero de 2010,21926
20 Gipuzkoa,De 60 a 64 años,Mujeres,1 January,2010,1 de enero de 2010,22840
20 Gipuzkoa,De 60 a 64 años,Total,1 January,2010,1 de enero de 2010,44766
20 Gipuzkoa,De 65 a 69 años,Hombres,1 January,2010,1 de enero de 2010,16810
20 Gipuzkoa,De 65 a 69 años,Mujeres,1 January,2010,1 de enero de 2010,18481
20 Gipuzkoa,De 65 a 69 años,Total,1 January,2010,1 de enero de 2010,35291
20 Gipuzkoa,De 70 a 74 años,Hombres,1 January,2010,1 de enero de 2010,13437
20 Gipuzkoa,De 70 a 74 años,Mujeres,1 January,2010,1 de enero de 2010,16093
20 Gipuzkoa,De 70 a 74 años,Total,1 January,2010,1 de enero de 2010,29530
20 Gipuzkoa,De 75 a 79 años,Hombres,1 January,2010,1 de enero de 2010,12696
20 Gipuzkoa,De 75 a 79 años,Mujeres,1 January,2010,1 de enero de 2010,17100
20 Gipuzkoa,De 75 a 79 años,Total,1 January,2010,1 de enero de 2010,29796
20 Gipuzkoa,De 80 a 84 años,Hombres,1 January,2010,1 de enero de 2010,7935
20 Gipuzkoa,De 80 a 84 años,Mujeres,1 January,2010,1 de enero de 2010,13512
20 Gipuzkoa,De 80 a 84 años,Total,1 January,2010,1 de enero de 2010,21448
20 Gipuzkoa,De 85 a 89 años,Hombres,1 January,2010,1 de enero de 2010,3763
20 Gipuzkoa,De 85 a 89 años,Mujeres,1 January,2010,1 de enero de 2010,8452
20 Gipuzkoa,De 85 a 89 años,Total,1 January,2010,1 de enero de 2010,12215
20 Gipuzkoa,Todas las edades,Hombres,1 January,2010,1 de enero de 2010,347048
20 Gipuzkoa,Todas las edades,Mujeres,1 January,2010,1 de enero de 2010,358929
20 Gipuzkoa,Todas las edades,Total,1 January,2010,1 de enero de 2010,705977
21 Huelva,90 y más años,Hombres,1 January,2010,1 de enero de 2010,648
21 Huelva,90 y más años,Mujeres,1 January,2010,1 de enero de 2010,1850
21 Huelva,90 y más años,Total,1 January,2010,1 de enero de 2010,2498
21 Huelva,De 0 a 4 años,Hombres,1 January,2010,1 de enero de 2010,15538
21 Huelva,De 0 a 4 años,Mujeres,1 January,2010,1 de enero de 2010,14426
21 Huelva,De 0 a 4 años,Total,1 January,2010,1 de enero de 2010,29964
21 Huelva,De 10 a 14 años,Hombres,1 January,2010,1 de enero de 2010,13461
21 Huelva,De 10 a 14 años,Mujeres,1 January,2010,1 de enero de 2010,12631
21 Huelva,De 10 a 14 años,Total,1 January,2010,1 de enero de 2010,26092
21 Huelva,De 15 a 19 años,Hombres,1 January,2010,1 de enero de 2010,15012
21 Huelva,De 15 a 19 años,Mujeres,1 January,2010,1 de enero de 2010,13898
21 Huelva,De 15 a 19 años,Total,1 January,2010,1 de enero de 2010,28910
21 Huelva,De 20 a 24 años,Hombres,1 January,2010,1 de enero de 2010,16970
21 Huelva,De 20 a 24 años,Mujeres,1 January,2010,1 de enero de 2010,16236
21 Huelva,De 20 a 24 años,Total,1 January,2010,1 de enero de 2010,33207
21 Huelva,De 25 a 29 años,Hombres,1 January,2010,1 de enero de 2010,20568
21 Huelva,De 25 a 29 años,Mujeres,1 January,2010,1 de enero de 2010,19973
21 Huelva,De 25 a 29 años,Total,1 January,2010,1 de enero de 2010,40541
21 Huelva,De 30 a 34 años,Hombres,1 January,2010,1 de enero de 2010,23901
21 Huelva,De 30 a 34 años,Mujeres,1 January,2010,1 de enero de 2010,22413
21 Huelva,De 30 a 34 años,Total,1 January,2010,1 de enero de 2010,46314
21 Huelva,De 35 a 39 años,Hombres,1 January,2010,1 de enero de 2010,22382
21 Huelva,De 35 a 39 años,Mujeres,1 January,2010,1 de enero de 2010,21651
21 Huelva,De 35 a 39 años,Total,1 January,2010,1 de enero de 2010,44033
21 Huelva,De 40 a 44 años,Hombres,1 January,2010,1 de enero de 2010,21237
21 Huelva,De 40 a 44 años,Mujeres,1 January,2010,1 de enero de 2010,20790
21 Huelva,De 40 a 44 años,Total,1 January,2010,1 de enero de 2010,42027
21 Huelva,De 45 a 49 años,Hombres,1 January,2010,1 de enero de 2010,18661
21 Huelva,De 45 a 49 años,Mujeres,1 January,2010,1 de enero de 2010,18595
21 Huelva,De 45 a 49 años,Total,1 January,2010,1 de enero de 2010,37256
21 Huelva,De 5 a 9 años,Hombres,1 January,2010,1 de enero de 2010,14068
21 Huelva,De 5 a 9 años,Mujeres,1 January,2010,1 de enero de 2010,13330
21 Huelva,De 5 a 9 años,Total,1 January,2010,1 de enero de 2010,27399
21 Huelva,De 50 a 54 años,Hombres,1 January,2010,1 de enero de 2010,16311
21 Huelva,De 50 a 54 años,Mujeres,1 January,2010,1 de enero de 2010,15989
21 Huelva,De 50 a 54 años,Total,1 January,2010,1 de enero de 2010,32300
21 Huelva,De 55 a 59 años,Hombres,1 January,2010,1 de enero de 2010,13288
21 Huelva,De 55 a 59 años,Mujeres,1 January,2010,1 de enero de 2010,12819
21 Huelva,De 55 a 59 años,Total,1 January,2010,1 de enero de 2010,26107
21 Huelva,De 60 a 64 años,Hombres,1 January,2010,1 de enero de 2010,12408
21 Huelva,De 60 a 64 años,Mujeres,1 January,2010,1 de enero de 2010,12543
21 Huelva,De 60 a 64 años,Total,1 January,2010,1 de enero de 2010,24950
21 Huelva,De 65 a 69 años,Hombres,1 January,2010,1 de enero de 2010,10102
21 Huelva,De 65 a 69 años,Mujeres,1 January,2010,1 de enero de 2010,10941
21 Huelva,De 65 a 69 años,Total,1 January,2010,1 de enero de 2010,21043
21 Huelva,De 70 a 74 años,Hombres,1 January,2010,1 de enero de 2010,7810
21 Huelva,De 70 a 74 años,Mujeres,1 January,2010,1 de enero de 2010,9659
21 Huelva,De 70 a 74 años,Total,1 January,2010,1 de enero de 2010,17469
21 Huelva,De 75 a 79 años,Hombres,1 January,2010,1 de enero de 2010,7366
21 Huelva,De 75 a 79 años,Mujeres,1 January,2010,1 de enero de 2010,10032
21 Huelva,De 75 a 79 años,Total,1 January,2010,1 de enero de 2010,17398
21 Huelva,De 80 a 84 años,Hombres,1 January,2010,1 de enero de 2010,4231
21 Huelva,De 80 a 84 años,Mujeres,1 January,2010,1 de enero de 2010,6880
21 Huelva,De 80 a 84 años,Total,1 January,2010,1 de enero de 2010,11112
21 Huelva,De 85 a 89 años,Hombres,1 January,2010,1 de enero de 2010,2002
21 Huelva,De 85 a 89 años,Mujeres,1 January,2010,1 de enero de 2010,4008
21 Huelva,De 85 a 89 años,Total,1 January,2010,1 de enero de 2010,6010
21 Huelva,Todas las edades,Hombres,1 January,2010,1 de enero de 2010,255966
21 Huelva,Todas las edades,Mujeres,1 January,2010,1 de enero de 2010,258664
21 Huelva,Todas las edades,Total,1 January,2010,1 de enero de 2010,514629
22 Huesca,90 y más años,Hombres,1 January,2010,1 de enero de 2010,805
22 Huesca,90 y más años,Mujeres,1 January,2010,1 de enero de 2010,1766
22 Huesca,90 y más años,Total,1 January,2010,1 de enero de 2010,2570
22 Huesca,De 0 a 4 años,Hombres,1 January,2010,1 de enero de 2010,5392
22 Huesca,De 0 a 4 años,Mujeres,1 January,2010,1 de enero de 2010,5040
22 Huesca,De 0 a 4 años,Total,1 January,2010,1 de enero de 2010,10432
22 Huesca,De 10 a 14 años,Hombres,1 January,2010,1 de enero de 2010,4950
22 Huesca,De 10 a 14 años,Mujeres,1 January,2010,1 de enero de 2010,4690
22 Huesca,De 10 a 14 años,Total,1 January,2010,1 de enero de 2010,9640
22 Huesca,De 15 a 19 años,Hombres,1 January,2010,1 de enero de 2010,5214
22 Huesca,De 15 a 19 años,Mujeres,1 January,2010,1 de enero de 2010,4756
22 Huesca,De 15 a 19 años,Total,1 January,2010,1 de enero de 2010,9970
22 Huesca,De 20 a 24 años,Hombres,1 January,2010,1 de enero de 2010,6122
22 Huesca,De 20 a 24 años,Mujeres,1 January,2010,1 de enero de 2010,5656
22 Huesca,De 20 a 24 años,Total,1 January,2010,1 de enero de 2010,11778
22 Huesca,De 25 a 29 años,Hombres,1 January,2010,1 de enero de 2010,7925
22 Huesca,De 25 a 29 años,Mujeres,1 January,2010,1 de enero de 2010,6943
22 Huesca,De 25 a 29 años,Total,1 January,2010,1 de enero de 2010,14868
22 Huesca,De 30 a 34 años,Hombres,1 January,2010,1 de enero de 2010,9972
22 Huesca,De 30 a 34 años,Mujeres,1 January,2010,1 de enero de 2010,8372
22 Huesca,De 30 a 34 años,Total,1 January,2010,1 de enero de 2010,18344
22 Huesca,De 35 a 39 años,Hombres,1 January,2010,1 de enero de 2010,9578
22 Huesca,De 35 a 39 años,Mujeres,1 January,2010,1 de enero de 2010,8187
22 Huesca,De 35 a 39 años,Total,1 January,2010,1 de enero de 2010,17766
22 Huesca,De 40 a 44 años,Hombres,1 January,2010,1 de enero de 2010,9411
22 Huesca,De 40 a 44 años,Mujeres,1 January,2010,1 de enero de 2010,8345
22 Huesca,De 40 a 44 años,Total,1 January,2010,1 de enero de 2010,17755
22 Huesca,De 45 a 49 años,Hombres,1 January,2010,1 de enero de 2010,9078
22 Huesca,De 45 a 49 años,Mujeres,1 January,2010,1 de enero de 2010,8225
22 Huesca,De 45 a 49 años,Total,1 January,2010,1 de enero de 2010,17303
22 Huesca,De 5 a 9 años,Hombres,1 January,2010,1 de enero de 2010,4997
22 Huesca,De 5 a 9 años,Mujeres,1 January,2010,1 de enero de 2010,4851
22 Huesca,De 5 a 9 años,Total,1 January,2010,1 de enero de 2010,9848
22 Huesca,De 50 a 54 años,Hombres,1 January,2010,1 de enero de 2010,8276
22 Huesca,De 50 a 54 años,Mujeres,1 January,2010,1 de enero de 2010,7378
22 Huesca,De 50 a 54 años,Total,1 January,2010,1 de enero de 2010,15653
22 Huesca,De 55 a 59 años,Hombres,1 January,2010,1 de enero de 2010,6700
22 Huesca,De 55 a 59 años,Mujeres,1 January,2010,1 de enero de 2010,6124
22 Huesca,De 55 a 59 años,Total,1 January,2010,1 de enero de 2010,12824
22 Huesca,De 60 a 64 años,Hombres,1 January,2010,1 de enero de 2010,6232
22 Huesca,De 60 a 64 años,Mujeres,1 January,2010,1 de enero de 2010,5929
22 Huesca,De 60 a 64 años,Total,1 January,2010,1 de enero de 2010,12161
22 Huesca,De 65 a 69 años,Hombres,1 January,2010,1 de enero de 2010,4930
22 Huesca,De 65 a 69 años,Mujeres,1 January,2010,1 de enero de 2010,5217
22 Huesca,De 65 a 69 años,Total,1 January,2010,1 de enero de 2010,10148
22 Huesca,De 70 a 74 años,Hombres,1 January,2010,1 de enero de 2010,4701
22 Huesca,De 70 a 74 años,Mujeres,1 January,2010,1 de enero de 2010,5059
22 Huesca,De 70 a 74 años,Total,1 January,2010,1 de enero de 2010,9760
22 Huesca,De 75 a 79 años,Hombres,1 January,2010,1 de enero de 2010,5142
22 Huesca,De 75 a 79 años,Mujeres,1 January,2010,1 de enero de 2010,5993
22 Huesca,De 75 a 79 años,Total,1 January,2010,1 de enero de 2010,11135
22 Huesca,De 80 a 84 años,Hombres,1 January,2010,1 de enero de 2010,3918
22 Huesca,De 80 a 84 años,Mujeres,1 January,2010,1 de enero de 2010,5162
22 Huesca,De 80 a 84 años,Total,1 January,2010,1 de enero de 2010,9079
22 Huesca,De 85 a 89 años,Hombres,1 January,2010,1 de enero de 2010,2269
22 Huesca,De 85 a 89 años,Mujeres,1 January,2010,1 de enero de 2010,3485
22 Huesca,De 85 a 89 años,Total,1 January,2010,1 de enero de 2010,5753
22 Huesca,Todas las edades,Hombres,1 January,2010,1 de enero de 2010,115612
22 Huesca,Todas las edades,Mujeres,1 January,2010,1 de enero de 2010,111178
22 Huesca,Todas las edades,Total,1 January,2010,1 de enero de 2010,226790
23 Jaén,90 y más años,Hombres,1 January,2010,1 de enero de 2010,1114
23 Jaén,90 y más años,Mujeres,1 January,2010,1 de enero de 2010,2633
23 Jaén,90 y más años,Total,1 January,2010,1 de enero de 2010,3746
23 Jaén,De 0 a 4 años,Hombres,1 January,2010,1 de enero de 2010,17490
23 Jaén,De 0 a 4 años,Mujeres,1 January,2010,1 de enero de 2010,16536
23 Jaén,De 0 a 4 años,Total,1 January,2010,1 de enero de 2010,34026
23 Jaén,De 10 a 14 años,Hombres,1 January,2010,1 de enero de 2010,19048
23 Jaén,De 10 a 14 años,Mujeres,1 January,2010,1 de enero de 2010,17781
23 Jaén,De 10 a 14 años,Total,1 January,2010,1 de enero de 2010,36829
23 Jaén,De 15 a 19 años,Hombres,1 January,2010,1 de enero de 2010,22074
23 Jaén,De 15 a 19 años,Mujeres,1 January,2010,1 de enero de 2010,20686
23 Jaén,De 15 a 19 años,Total,1 January,2010,1 de enero de 2010,42760
23 Jaén,De 20 a 24 años,Hombres,1 January,2010,1 de enero de 2010,22934
23 Jaén,De 20 a 24 años,Mujeres,1 January,2010,1 de enero de 2010,21402
23 Jaén,De 20 a 24 años,Total,1 January,2010,1 de enero de 2010,44335
23 Jaén,De 25 a 29 años,Hombres,1 January,2010,1 de enero de 2010,24539
23 Jaén,De 25 a 29 años,Mujeres,1 January,2010,1 de enero de 2010,22243
23 Jaén,De 25 a 29 años,Total,1 January,2010,1 de enero de 2010,46782
23 Jaén,De 30 a 34 años,Hombres,1 January,2010,1 de enero de 2010,25495
23 Jaén,De 30 a 34 años,Mujeres,1 January,2010,1 de enero de 2010,23323
23 Jaén,De 30 a 34 años,Total,1 January,2010,1 de enero de 2010,48819
23 Jaén,De 35 a 39 años,Hombres,1 January,2010,1 de enero de 2010,25481
23 Jaén,De 35 a 39 años,Mujeres,1 January,2010,1 de enero de 2010,23586
23 Jaén,De 35 a 39 años,Total,1 January,2010,1 de enero de 2010,49067
23 Jaén,De 40 a 44 años,Hombres,1 January,2010,1 de enero de 2010,26470
23 Jaén,De 40 a 44 años,Mujeres,1 January,2010,1 de enero de 2010,25815
23 Jaén,De 40 a 44 años,Total,1 January,2010,1 de enero de 2010,52286
23 Jaén,De 45 a 49 años,Hombres,1 January,2010,1 de enero de 2010,26350
23 Jaén,De 45 a 49 años,Mujeres,1 January,2010,1 de enero de 2010,25581
23 Jaén,De 45 a 49 años,Total,1 January,2010,1 de enero de 2010,51931
23 Jaén,De 5 a 9 años,Hombres,1 January,2010,1 de enero de 2010,17698
23 Jaén,De 5 a 9 años,Mujeres,1 January,2010,1 de enero de 2010,16679
23 Jaén,De 5 a 9 años,Total,1 January,2010,1 de enero de 2010,34377
23 Jaén,De 50 a 54 años,Hombres,1 January,2010,1 de enero de 2010,22044
23 Jaén,De 50 a 54 años,Mujeres,1 January,2010,1 de enero de 2010,21026
23 Jaén,De 50 a 54 años,Total,1 January,2010,1 de enero de 2010,43070
23 Jaén,De 55 a 59 años,Hombres,1 January,2010,1 de enero de 2010,16498
23 Jaén,De 55 a 59 años,Mujeres,1 January,2010,1 de enero de 2010,16344
23 Jaén,De 55 a 59 años,Total,1 January,2010,1 de enero de 2010,32842
23 Jaén,De 60 a 64 años,Hombres,1 January,2010,1 de enero de 2010,14648
23 Jaén,De 60 a 64 años,Mujeres,1 January,2010,1 de enero de 2010,15872
23 Jaén,De 60 a 64 años,Total,1 January,2010,1 de enero de 2010,30519
23 Jaén,De 65 a 69 años,Hombres,1 January,2010,1 de enero de 2010,12965
23 Jaén,De 65 a 69 años,Mujeres,1 January,2010,1 de enero de 2010,15569
23 Jaén,De 65 a 69 años,Total,1 January,2010,1 de enero de 2010,28535
23 Jaén,De 70 a 74 años,Hombres,1 January,2010,1 de enero de 2010,12270
23 Jaén,De 70 a 74 años,Mujeres,1 January,2010,1 de enero de 2010,15117
23 Jaén,De 70 a 74 años,Total,1 January,2010,1 de enero de 2010,27387
23 Jaén,De 75 a 79 años,Hombres,1 January,2010,1 de enero de 2010,12745
23 Jaén,De 75 a 79 años,Mujeres,1 January,2010,1 de enero de 2010,16138
23 Jaén,De 75 a 79 años,Total,1 January,2010,1 de enero de 2010,28883
23 Jaén,De 80 a 84 años,Hombres,1 January,2010,1 de enero de 2010,8342
23 Jaén,De 80 a 84 años,Mujeres,1 January,2010,1 de enero de 2010,11990
23 Jaén,De 80 a 84 años,Total,1 January,2010,1 de enero de 2010,20332
23 Jaén,De 85 a 89 años,Hombres,1 January,2010,1 de enero de 2010,3638
23 Jaén,De 85 a 89 años,Mujeres,1 January,2010,1 de enero de 2010,6201
23 Jaén,De 85 a 89 años,Total,1 January,2010,1 de enero de 2010,9839
23 Jaén,Todas las edades,Hombres,1 January,2010,1 de enero de 2010,331841
23 Jaén,Todas las edades,Mujeres,1 January,2010,1 de enero de 2010,334521
23 Jaén,Todas las edades,Total,1 January,2010,1 de enero de 2010,666363
24 León,90 y más años,Hombres,1 January,2010,1 de enero de 2010,1741
24 León,90 y más años,Mujeres,1 January,2010,1 de enero de 2010,4205
24 León,90 y más años,Total,1 January,2010,1 de enero de 2010,5945
24 León,De 0 a 4 años,Hombres,1 January,2010,1 de enero de 2010,9109
24 León,De 0 a 4 años,Mujeres,1 January,2010,1 de enero de 2010,8528
24 León,De 0 a 4 años,Total,1 January,2010,1 de enero de 2010,17638
24 León,De 10 a 14 años,Hombres,1 January,2010,1 de enero de 2010,9226
24 León,De 10 a 14 años,Mujeres,1 January,2010,1 de enero de 2010,8658
24 León,De 10 a 14 años,Total,1 January,2010,1 de enero de 2010,17884
24 León,De 15 a 19 años,Hombres,1 January,2010,1 de enero de 2010,10709
24 León,De 15 a 19 años,Mujeres,1 January,2010,1 de enero de 2010,9895
24 León,De 15 a 19 años,Total,1 January,2010,1 de enero de 2010,20604
24 León,De 20 a 24 años,Hombres,1 January,2010,1 de enero de 2010,13206
24 León,De 20 a 24 años,Mujeres,1 January,2010,1 de enero de 2010,12549
24 León,De 20 a 24 años,Total,1 January,2010,1 de enero de 2010,25754
24 León,De 25 a 29 años,Hombres,1 January,2010,1 de enero de 2010,16206
24 León,De 25 a 29 años,Mujeres,1 January,2010,1 de enero de 2010,15452
24 León,De 25 a 29 años,Total,1 January,2010,1 de enero de 2010,31658
24 León,De 30 a 34 años,Hombres,1 January,2010,1 de enero de 2010,18082
24 León,De 30 a 34 años,Mujeres,1 January,2010,1 de enero de 2010,17189
24 León,De 30 a 34 años,Total,1 January,2010,1 de enero de 2010,35271
24 León,De 35 a 39 años,Hombres,1 January,2010,1 de enero de 2010,18253
24 León,De 35 a 39 años,Mujeres,1 January,2010,1 de enero de 2010,17576
24 León,De 35 a 39 años,Total,1 January,2010,1 de enero de 2010,35828
24 León,De 40 a 44 años,Hombres,1 January,2010,1 de enero de 2010,19015
24 León,De 40 a 44 años,Mujeres,1 January,2010,1 de enero de 2010,18458
24 León,De 40 a 44 años,Total,1 January,2010,1 de enero de 2010,37473
24 León,De 45 a 49 años,Hombres,1 January,2010,1 de enero de 2010,19685
24 León,De 45 a 49 años,Mujeres,1 January,2010,1 de enero de 2010,19358
24 León,De 45 a 49 años,Total,1 January,2010,1 de enero de 2010,39043
24 León,De 5 a 9 años,Hombres,1 January,2010,1 de enero de 2010,9086
24 León,De 5 a 9 años,Mujeres,1 January,2010,1 de enero de 2010,8706
24 León,De 5 a 9 años,Total,1 January,2010,1 de enero de 2010,17792
24 León,De 50 a 54 años,Hombres,1 January,2010,1 de enero de 2010,18711
24 León,De 50 a 54 años,Mujeres,1 January,2010,1 de enero de 2010,17703
24 León,De 50 a 54 años,Total,1 January,2010,1 de enero de 2010,36415
24 León,De 55 a 59 años,Hombres,1 January,2010,1 de enero de 2010,15395
24 León,De 55 a 59 años,Mujeres,1 January,2010,1 de enero de 2010,14596
24 León,De 55 a 59 años,Total,1 January,2010,1 de enero de 2010,29991
24 León,De 60 a 64 años,Hombres,1 January,2010,1 de enero de 2010,13619
24 León,De 60 a 64 años,Mujeres,1 January,2010,1 de enero de 2010,14292
24 León,De 60 a 64 años,Total,1 January,2010,1 de enero de 2010,27911
24 León,De 65 a 69 años,Hombres,1 January,2010,1 de enero de 2010,12134
24 León,De 65 a 69 años,Mujeres,1 January,2010,1 de enero de 2010,13404
24 León,De 65 a 69 años,Total,1 January,2010,1 de enero de 2010,25538
24 León,De 70 a 74 años,Hombres,1 January,2010,1 de enero de 2010,11362
24 León,De 70 a 74 años,Mujeres,1 January,2010,1 de enero de 2010,13973
24 León,De 70 a 74 años,Total,1 January,2010,1 de enero de 2010,25334
24 León,De 75 a 79 años,Hombres,1 January,2010,1 de enero de 2010,12621
24 León,De 75 a 79 años,Mujeres,1 January,2010,1 de enero de 2010,16265
24 León,De 75 a 79 años,Total,1 January,2010,1 de enero de 2010,28886
24 León,De 80 a 84 años,Hombres,1 January,2010,1 de enero de 2010,8979
24 León,De 80 a 84 años,Mujeres,1 January,2010,1 de enero de 2010,13417
24 León,De 80 a 84 años,Total,1 January,2010,1 de enero de 2010,22397
24 León,De 85 a 89 años,Hombres,1 January,2010,1 de enero de 2010,4952
24 León,De 85 a 89 años,Mujeres,1 January,2010,1 de enero de 2010,8508
24 León,De 85 a 89 años,Total,1 January,2010,1 de enero de 2010,13460
24 León,Todas las edades,Hombres,1 January,2010,1 de enero de 2010,242090
24 León,Todas las edades,Mujeres,1 January,2010,1 de enero de 2010,252733
24 León,Todas las edades,Total,1 January,2010,1 de enero de 2010,494823
25 Lleida,90 y más años,Hombres,1 January,2010,1 de enero de 2010,1166
25 Lleida,90 y más años,Mujeres,1 January,2010,1 de enero de 2010,2589
25 Lleida,90 y más años,Total,1 January,2010,1 de enero de 2010,3754
25 Lleida,De 0 a 4 años,Hombres,1 January,2010,1 de enero de 2010,12398
25 Lleida,De 0 a 4 años,Mujeres,1 January,2010,1 de enero de 2010,11629
25 Lleida,De 0 a 4 años,Total,1 January,2010,1 de enero de 2010,24027
25 Lleida,De 10 a 14 años,Hombres,1 January,2010,1 de enero de 2010,9993
25 Lleida,De 10 a 14 años,Mujeres,1 January,2010,1 de enero de 2010,9346
25 Lleida,De 10 a 14 años,Total,1 January,2010,1 de enero de 2010,19338
25 Lleida,De 15 a 19 años,Hombres,1 January,2010,1 de enero de 2010,10377
25 Lleida,De 15 a 19 años,Mujeres,1 January,2010,1 de enero de 2010,9715
25 Lleida,De 15 a 19 años,Total,1 January,2010,1 de enero de 2010,20092
25 Lleida,De 20 a 24 años,Hombres,1 January,2010,1 de enero de 2010,12387
25 Lleida,De 20 a 24 años,Mujeres,1 January,2010,1 de enero de 2010,11955
25 Lleida,De 20 a 24 años,Total,1 January,2010,1 de enero de 2010,24342
25 Lleida,De 25 a 29 años,Hombres,1 January,2010,1 de enero de 2010,16526
25 Lleida,De 25 a 29 años,Mujeres,1 January,2010,1 de enero de 2010,14834
25 Lleida,De 25 a 29 años,Total,1 January,2010,1 de enero de 2010,31360
25 Lleida,De 30 a 34 años,Hombres,1 January,2010,1 de enero de 2010,21207
25 Lleida,De 30 a 34 años,Mujeres,1 January,2010,1 de enero de 2010,17728
25 Lleida,De 30 a 34 años,Total,1 January,2010,1 de enero de 2010,38935
