province,age_group,sex,reference,year,Periodo,population
24 León,De 50 a 54 años,Mujeres,1 July,2004,1 de julio de 2004,14175
24 León,De 50 a 54 años,Total,1 July,2004,1 de julio de 2004,29263
24 León,De 55 a 59 años,Hombres,1 July,2004,1 de julio de 2004,13601
24 León,De 55 a 59 años,Mujeres,1 July,2004,1 de julio de 2004,13991
24 León,De 55 a 59 años,Total,1 July,2004,1 de julio de 2004,27592
24 León,De 60 a 64 años,Hombres,1 July,2004,1 de julio de 2004,12076
24 León,De 60 a 64 años,Mujeres,1 July,2004,1 de julio de 2004,13124
24 León,De 60 a 64 años,Total,1 July,2004,1 de julio de 2004,25200
24 León,De 65 a 69 años,Hombres,1 July,2004,1 de julio de 2004,12926
24 León,De 65 a 69 años,Mujeres,1 July,2004,1 de julio de 2004,15128
24 León,De 65 a 69 años,Total,1 July,2004,1 de julio de 2004,28054
24 León,De 70 a 74 años,Hombres,1 July,2004,1 de julio de 2004,14625
24 León,De 70 a 74 años,Mujeres,1 July,2004,1 de julio de 2004,17354
24 León,De 70 a 74 años,Total,1 July,2004,1 de julio de 2004,31979
24 León,De 75 a 79 años,Hombres,1 July,2004,1 de julio de 2004,11630
24 León,De 75 a 79 años,Mujeres,1 July,2004,1 de julio de 2004,15390
24 León,De 75 a 79 años,Total,1 July,2004,1 de julio de 2004,27020
24 León,De 80 a 84 años,Hombres,1 July,2004,1 de julio de 2004,7559
24 León,De 80 a 84 años,Mujeres,1 July,2004,1 de julio de 2004,11379
24 León,De 80 a 84 años,Total,1 July,2004,1 de julio de 2004,18939
24 León,De 85 a 89 años,Hombres,1 July,2004,1 de julio de 2004,3070
24 León,De 85 a 89 años,Mujeres,1 July,2004,1 de julio de 2004,6004
24 León,De 85 a 89 años,Total,1 July,2004,1 de julio de 2004,9074
24 León,Todas las edades,Hombres,1 July,2004,1 de julio de 2004,237130
24 León,Todas las edades,Mujeres,1 July,2004,1 de julio de 2004,249981
24 León,Todas las edades,Total,1 July,2004,1 de julio de 2004,487110
25 Lleida,90 y más años,Hombres,1 July,2004,1 de julio de 2004,1007
25 Lleida,90 y más años,Mujeres,1 July,2004,1 de julio de 2004,2013
25 Lleida,90 y más años,Total,1 July,2004,1 de julio de 2004,3020
25 Lleida,De 0 a 4 años,Hombres,1 July,2004,1 de julio de 2004,9457
25 Lleida,De 0 a 4 años,Mujeres,1 July,2004,1 de julio de 2004,8955
25 Lleida,De 0 a 4 años,Total,1 July,2004,1 de julio de 2004,18412
25 Lleida,De 10 a 14 años,Hombres,1 July,2004,1 de julio de 2004,8841
25 Lleida,De 10 a 14 años,Mujeres,1 July,2004,1 de julio de 2004,8457
25 Lleida,De 10 a 14 años,Total,1 July,2004,1 de julio de 2004,17298
25 Lleida,De 15 a 19 años,Hombres,1 July,2004,1 de julio de 2004,9635
25 Lleida,De 15 a 19 años,Mujeres,1 July,2004,1 de julio de 2004,9051
25 Lleida,De 15 a 19 años,Total,1 July,2004,1 de julio de 2004,18686
25 Lleida,De 20 a 24 años,Hombres,1 July,2004,1 de julio de 2004,12892
25 Lleida,De 20 a 24 años,Mujeres,1 July,2004,1 de julio de 2004,12107
25 Lleida,De 20 a 24 años,Total,1 July,2004,1 de julio de 2004,25000
25 Lleida,De 25 a 29 años,Hombres,1 July,2004,1 de julio de 2004,17444
25 Lleida,De 25 a 29 años,Mujeres,1 July,2004,1 de julio de 2004,15322
25 Lleida,De 25 a 29 años,Total,1 July,2004,1 de julio de 2004,32766
25 Lleida,De 30 a 34 años,Hombres,1 July,2004,1 de julio de 2004,17015
25 Lleida,De 30 a 34 años,Mujeres,1 July,2004,1 de julio de 2004,14625
25 Lleida,De 30 a 34 años,Total,1 July,2004,1 de julio de 2004,31640
25 Lleida,De 35 a 39 años,Hombres,1 July,2004,1 de julio de 2004,16717
25 Lleida,De 35 a 39 años,Mujeres,1 July,2004,1 de julio de 2004,14405
25 Lleida,De 35 a 39 años,Total,1 July,2004,1 de julio de 2004,31122
25 Lleida,De 40 a 44 años,Hombres,1 July,2004,1 de julio de 2004,15921
25 Lleida,De 40 a 44 años,Mujeres,1 July,2004,1 de julio de 2004,14397
25 Lleida,De 40 a 44 años,Total,1 July,2004,1 de julio de 2004,30318
25 Lleida,De 45 a 49 años,Hombres,1 July,2004,1 de julio de 2004,13817
25 Lleida,De 45 a 49 años,Mujeres,1 July,2004,1 de julio de 2004,12417
25 Lleida,De 45 a 49 años,Total,1 July,2004,1 de julio de 2004,26234
25 Lleida,De 5 a 9 años,Hombres,1 July,2004,1 de julio de 2004,8591
25 Lleida,De 5 a 9 años,Mujeres,1 July,2004,1 de julio de 2004,8116
25 Lleida,De 5 a 9 años,Total,1 July,2004,1 de julio de 2004,16707
25 Lleida,De 50 a 54 años,Hombres,1 July,2004,1 de julio de 2004,11908
25 Lleida,De 50 a 54 años,Mujeres,1 July,2004,1 de julio de 2004,11056
25 Lleida,De 50 a 54 años,Total,1 July,2004,1 de julio de 2004,22964
25 Lleida,De 55 a 59 años,Hombres,1 July,2004,1 de julio de 2004,10472
25 Lleida,De 55 a 59 años,Mujeres,1 July,2004,1 de julio de 2004,10574
25 Lleida,De 55 a 59 años,Total,1 July,2004,1 de julio de 2004,21046
25 Lleida,De 60 a 64 años,Hombres,1 July,2004,1 de julio de 2004,8408
25 Lleida,De 60 a 64 años,Mujeres,1 July,2004,1 de julio de 2004,8947
25 Lleida,De 60 a 64 años,Total,1 July,2004,1 de julio de 2004,17355
25 Lleida,De 65 a 69 años,Hombres,1 July,2004,1 de julio de 2004,8161
25 Lleida,De 65 a 69 años,Mujeres,1 July,2004,1 de julio de 2004,9150
25 Lleida,De 65 a 69 años,Total,1 July,2004,1 de julio de 2004,17311
25 Lleida,De 70 a 74 años,Hombres,1 July,2004,1 de julio de 2004,9201
25 Lleida,De 70 a 74 años,Mujeres,1 July,2004,1 de julio de 2004,10632
25 Lleida,De 70 a 74 años,Total,1 July,2004,1 de julio de 2004,19832
25 Lleida,De 75 a 79 años,Hombres,1 July,2004,1 de julio de 2004,7852
25 Lleida,De 75 a 79 años,Mujeres,1 July,2004,1 de julio de 2004,9559
25 Lleida,De 75 a 79 años,Total,1 July,2004,1 de julio de 2004,17411
25 Lleida,De 80 a 84 años,Hombres,1 July,2004,1 de julio de 2004,5268
25 Lleida,De 80 a 84 años,Mujeres,1 July,2004,1 de julio de 2004,7259
25 Lleida,De 80 a 84 años,Total,1 July,2004,1 de julio de 2004,12527
25 Lleida,De 85 a 89 años,Hombres,1 July,2004,1 de julio de 2004,2225
25 Lleida,De 85 a 89 años,Mujeres,1 July,2004,1 de julio de 2004,4110
25 Lleida,De 85 a 89 años,Total,1 July,2004,1 de julio de 2004,6336
25 Lleida,Todas las edades,Hombres,1 July,2004,1 de julio de 2004,194831
25 Lleida,Todas las edades,Mujeres,1 July,2004,1 de julio de 2004,191155
25 Lleida,Todas las edades,Total,1 July,2004,1 de julio de 2004,385986
"26 Rioja, La",90 y más años,Hombres,1 July,2004,1 de julio de 2004,619
"26 Rioja, La",90 y más años,Mujeres,1 July,2004,1 de julio de 2004,1521
"26 Rioja, La",90 y más años,Total,1 July,2004,1 de julio de 2004,2139
"26 Rioja, La",De 0 a 4 años,Hombres,1 July,2004,1 de julio de 2004,6940
"26 Rioja, La",De 0 a 4 años,Mujeres,1 July,2004,1 de julio de 2004,6686
"26 Rioja, La",De 0 a 4 años,Total,1 July,2004,1 de julio de 2004,13627
"26 Rioja, La",De 10 a 14 años,Hombres,1 July,2004,1 de julio de 2004,6671
"26 Rioja, La",De 10 a 14 años,Mujeres,1 July,2004,1 de julio de 2004,6301
"26 Rioja, La",De 10 a 14 años,Total,1 July,2004,1 de julio de 2004,12971
"26 Rioja, La",De 15 a 19 años,Hombres,1 July,2004,1 de julio de 2004,7643
"26 Rioja, La",De 15 a 19 años,Mujeres,1 July,2004,1 de julio de 2004,7163
"26 Rioja, La",De 15 a 19 años,Total,1 July,2004,1 de julio de 2004,14806
"26 Rioja, La",De 20 a 24 años,Hombres,1 July,2004,1 de julio de 2004,10295
"26 Rioja, La",De 20 a 24 años,Mujeres,1 July,2004,1 de julio de 2004,9431
"26 Rioja, La",De 20 a 24 años,Total,1 July,2004,1 de julio de 2004,19726
"26 Rioja, La",De 25 a 29 años,Hombres,1 July,2004,1 de julio de 2004,13288
"26 Rioja, La",De 25 a 29 años,Mujeres,1 July,2004,1 de julio de 2004,11948
"26 Rioja, La",De 25 a 29 años,Total,1 July,2004,1 de julio de 2004,25236
"26 Rioja, La",De 30 a 34 años,Hombres,1 July,2004,1 de julio de 2004,13239
"26 Rioja, La",De 30 a 34 años,Mujeres,1 July,2004,1 de julio de 2004,11563
"26 Rioja, La",De 30 a 34 años,Total,1 July,2004,1 de julio de 2004,24802
"26 Rioja, La",De 35 a 39 años,Hombres,1 July,2004,1 de julio de 2004,12384
"26 Rioja, La",De 35 a 39 años,Mujeres,1 July,2004,1 de julio de 2004,11378
"26 Rioja, La",De 35 a 39 años,Total,1 July,2004,1 de julio de 2004,23761
"26 Rioja, La",De 40 a 44 años,Hombres,1 July,2004,1 de julio de 2004,11867
"26 Rioja, La",De 40 a 44 años,Mujeres,1 July,2004,1 de julio de 2004,11122
"26 Rioja, La",De 40 a 44 años,Total,1 July,2004,1 de julio de 2004,22989
"26 Rioja, La",De 45 a 49 años,Hombres,1 July,2004,1 de julio de 2004,10708
"26 Rioja, La",De 45 a 49 años,Mujeres,1 July,2004,1 de julio de 2004,10133
"26 Rioja, La",De 45 a 49 años,Total,1 July,2004,1 de julio de 2004,20841
"26 Rioja, La",De 5 a 9 años,Hombres,1 July,2004,1 de julio de 2004,6266
"26 Rioja, La",De 5 a 9 años,Mujeres,1 July,2004,1 de julio de 2004,6145
"26 Rioja, La",De 5 a 9 años,Total,1 July,2004,1 de julio de 2004,12411
"26 Rioja, La",De 50 a 54 años,Hombres,1 July,2004,1 de julio de 2004,9177
"26 Rioja, La",De 50 a 54 años,Mujeres,1 July,2004,1 de julio de 2004,8510
"26 Rioja, La",De 50 a 54 años,Total,1 July,2004,1 de julio de 2004,17687
"26 Rioja, La",De 55 a 59 años,Hombres,1 July,2004,1 de julio de 2004,8441
"26 Rioja, La",De 55 a 59 años,Mujeres,1 July,2004,1 de julio de 2004,8185
"26 Rioja, La",De 55 a 59 años,Total,1 July,2004,1 de julio de 2004,16626
"26 Rioja, La",De 60 a 64 años,Hombres,1 July,2004,1 de julio de 2004,7081
"26 Rioja, La",De 60 a 64 años,Mujeres,1 July,2004,1 de julio de 2004,7022
"26 Rioja, La",De 60 a 64 años,Total,1 July,2004,1 de julio de 2004,14103
"26 Rioja, La",De 65 a 69 años,Hombres,1 July,2004,1 de julio de 2004,6187
"26 Rioja, La",De 65 a 69 años,Mujeres,1 July,2004,1 de julio de 2004,6819
"26 Rioja, La",De 65 a 69 años,Total,1 July,2004,1 de julio de 2004,13006
"26 Rioja, La",De 70 a 74 años,Hombres,1 July,2004,1 de julio de 2004,6811
"26 Rioja, La",De 70 a 74 años,Mujeres,1 July,2004,1 de julio de 2004,7779
"26 Rioja, La",De 70 a 74 años,Total,1 July,2004,1 de julio de 2004,14589
"26 Rioja, La",De 75 a 79 años,Hombres,1 July,2004,1 de julio de 2004,5270
"26 Rioja, La",De 75 a 79 años,Mujeres,1 July,2004,1 de julio de 2004,6866
"26 Rioja, La",De 75 a 79 años,Total,1 July,2004,1 de julio de 2004,12136
"26 Rioja, La",De 80 a 84 años,Hombres,1 July,2004,1 de julio de 2004,3467
"26 Rioja, La",De 80 a 84 años,Mujeres,1 July,2004,1 de julio de 2004,5309
"26 Rioja, La",De 80 a 84 años,Total,1 July,2004,1 de julio de 2004,8776
"26 Rioja, La",De 85 a 89 años,Hombres,1 July,2004,1 de julio de 2004,1355
"26 Rioja, La",De 85 a 89 años,Mujeres,1 July,2004,1 de julio de 2004,2749
"26 Rioja, La",De 85 a 89 años,Total,1 July,2004,1 de julio de 2004,4104
"26 Rioja, La",Todas las edades,Hombres,1 July,2004,1 de julio de 2004,147706
"26 Rioja, La",Todas las edades,Mujeres,1 July,2004,1 de julio de 2004,146629
"26 Rioja, La",Todas las edades,Total,1 July,2004,1 de julio de 2004,294336
27 Lugo,90 y más años,Hombres,1 July,2004,1 de julio de 2004,1425
27 Lugo,90 y más años,Mujeres,1 July,2004,1 de julio de 2004,3016
27 Lugo,90 y más años,Total,1 July,2004,1 de julio de 2004,4441
27 Lugo,De 0 a 4 años,Hombres,1 July,2004,1 de julio de 2004,5206
27 Lugo,De 0 a 4 años,Mujeres,1 July,2004,1 de julio de 2004,4917
27 Lugo,De 0 a 4 años,Total,1 July,2004,1 de julio de 2004,10123
27 Lugo,De 10 a 14 años,Hombres,1 July,2004,1 de julio de 2004,6885
27 Lugo,De 10 a 14 años,Mujeres,1 July,2004,1 de julio de 2004,6555
27 Lugo,De 10 a 14 años,Total,1 July,2004,1 de julio de 2004,13440
27 Lugo,De 15 a 19 años,Hombres,1 July,2004,1 de julio de 2004,8618
27 Lugo,De 15 a 19 años,Mujeres,1 July,2004,1 de julio de 2004,8282
27 Lugo,De 15 a 19 años,Total,1 July,2004,1 de julio de 2004,16900
27 Lugo,De 20 a 24 años,Hombres,1 July,2004,1 de julio de 2004,10931
27 Lugo,De 20 a 24 años,Mujeres,1 July,2004,1 de julio de 2004,10712
27 Lugo,De 20 a 24 años,Total,1 July,2004,1 de julio de 2004,21643
27 Lugo,De 25 a 29 años,Hombres,1 July,2004,1 de julio de 2004,12062
27 Lugo,De 25 a 29 años,Mujeres,1 July,2004,1 de julio de 2004,11997
27 Lugo,De 25 a 29 años,Total,1 July,2004,1 de julio de 2004,24059
27 Lugo,De 30 a 34 años,Hombres,1 July,2004,1 de julio de 2004,11475
27 Lugo,De 30 a 34 años,Mujeres,1 July,2004,1 de julio de 2004,11659
27 Lugo,De 30 a 34 años,Total,1 July,2004,1 de julio de 2004,23133
27 Lugo,De 35 a 39 años,Hombres,1 July,2004,1 de julio de 2004,12198
27 Lugo,De 35 a 39 años,Mujeres,1 July,2004,1 de julio de 2004,12299
27 Lugo,De 35 a 39 años,Total,1 July,2004,1 de julio de 2004,24497
27 Lugo,De 40 a 44 años,Hombres,1 July,2004,1 de julio de 2004,12930
27 Lugo,De 40 a 44 años,Mujeres,1 July,2004,1 de julio de 2004,12474
27 Lugo,De 40 a 44 años,Total,1 July,2004,1 de julio de 2004,25404
27 Lugo,De 45 a 49 años,Hombres,1 July,2004,1 de julio de 2004,12375
27 Lugo,De 45 a 49 años,Mujeres,1 July,2004,1 de julio de 2004,11517
27 Lugo,De 45 a 49 años,Total,1 July,2004,1 de julio de 2004,23892
27 Lugo,De 5 a 9 años,Hombres,1 July,2004,1 de julio de 2004,5327
27 Lugo,De 5 a 9 años,Mujeres,1 July,2004,1 de julio de 2004,5122
27 Lugo,De 5 a 9 años,Total,1 July,2004,1 de julio de 2004,10448
27 Lugo,De 50 a 54 años,Hombres,1 July,2004,1 de julio de 2004,11159
27 Lugo,De 50 a 54 años,Mujeres,1 July,2004,1 de julio de 2004,10174
27 Lugo,De 50 a 54 años,Total,1 July,2004,1 de julio de 2004,21333
27 Lugo,De 55 a 59 años,Hombres,1 July,2004,1 de julio de 2004,10461
27 Lugo,De 55 a 59 años,Mujeres,1 July,2004,1 de julio de 2004,10456
27 Lugo,De 55 a 59 años,Total,1 July,2004,1 de julio de 2004,20917
27 Lugo,De 60 a 64 años,Hombres,1 July,2004,1 de julio de 2004,9611
27 Lugo,De 60 a 64 años,Mujeres,1 July,2004,1 de julio de 2004,10594
27 Lugo,De 60 a 64 años,Total,1 July,2004,1 de julio de 2004,20206
27 Lugo,De 65 a 69 años,Hombres,1 July,2004,1 de julio de 2004,10513
27 Lugo,De 65 a 69 años,Mujeres,1 July,2004,1 de julio de 2004,11957
27 Lugo,De 65 a 69 años,Total,1 July,2004,1 de julio de 2004,22470
27 Lugo,De 70 a 74 años,Hombres,1 July,2004,1 de julio de 2004,11328
27 Lugo,De 70 a 74 años,Mujeres,1 July,2004,1 de julio de 2004,13532
27 Lugo,De 70 a 74 años,Total,1 July,2004,1 de julio de 2004,24860
27 Lugo,De 75 a 79 años,Hombres,1 July,2004,1 de julio de 2004,9347
27 Lugo,De 75 a 79 años,Mujeres,1 July,2004,1 de julio de 2004,12005
27 Lugo,De 75 a 79 años,Total,1 July,2004,1 de julio de 2004,21352
27 Lugo,De 80 a 84 años,Hombres,1 July,2004,1 de julio de 2004,6315
27 Lugo,De 80 a 84 años,Mujeres,1 July,2004,1 de julio de 2004,9413
27 Lugo,De 80 a 84 años,Total,1 July,2004,1 de julio de 2004,15728
27 Lugo,De 85 a 89 años,Hombres,1 July,2004,1 de julio de 2004,3067
27 Lugo,De 85 a 89 años,Mujeres,1 July,2004,1 de julio de 2004,5551
27 Lugo,De 85 a 89 años,Total,1 July,2004,1 de julio de 2004,8619
27 Lugo,Todas las edades,Hombres,1 July,2004,1 de julio de 2004,171232
27 Lugo,Todas las edades,Mujeres,1 July,2004,1 de julio de 2004,182231
27 Lugo,Todas las edades,Total,1 July,2004,1 de julio de 2004,353463
28 Madrid,90 y más años,Hombres,1 July,2004,1 de julio de 2004,7345
28 Madrid,90 y más años,Mujeres,1 July,2004,1 de julio de 2004,22928
28 Madrid,90 y más años,Total,1 July,2004,1 de julio de 2004,30273
28 Madrid,De 0 a 4 años,Hombres,1 July,2004,1 de julio de 2004,161343
28 Madrid,De 0 a 4 años,Mujeres,1 July,2004,1 de julio de 2004,152556
28 Madrid,De 0 a 4 años,Total,1 July,2004,1 de julio de 2004,313899
28 Madrid,De 10 a 14 años,Hombres,1 July,2004,1 de julio de 2004,138809
28 Madrid,De 10 a 14 años,Mujeres,1 July,2004,1 de julio de 2004,131964
28 Madrid,De 10 a 14 años,Total,1 July,2004,1 de julio de 2004,270773
28 Madrid,De 15 a 19 años,Hombres,1 July,2004,1 de julio de 2004,155172
28 Madrid,De 15 a 19 años,Mujeres,1 July,2004,1 de julio de 2004,148074
28 Madrid,De 15 a 19 años,Total,1 July,2004,1 de julio de 2004,303246
28 Madrid,De 20 a 24 años,Hombres,1 July,2004,1 de julio de 2004,210272
28 Madrid,De 20 a 24 años,Mujeres,1 July,2004,1 de julio de 2004,206240
28 Madrid,De 20 a 24 años,Total,1 July,2004,1 de julio de 2004,416512
28 Madrid,De 25 a 29 años,Hombres,1 July,2004,1 de julio de 2004,280472
28 Madrid,De 25 a 29 años,Mujeres,1 July,2004,1 de julio de 2004,274256
28 Madrid,De 25 a 29 años,Total,1 July,2004,1 de julio de 2004,554728
28 Madrid,De 30 a 34 años,Hombres,1 July,2004,1 de julio de 2004,280880
28 Madrid,De 30 a 34 años,Mujeres,1 July,2004,1 de julio de 2004,273934
28 Madrid,De 30 a 34 años,Total,1 July,2004,1 de julio de 2004,554814
28 Madrid,De 35 a 39 años,Hombres,1 July,2004,1 de julio de 2004,255303
28 Madrid,De 35 a 39 años,Mujeres,1 July,2004,1 de julio de 2004,255015
28 Madrid,De 35 a 39 años,Total,1 July,2004,1 de julio de 2004,510318
28 Madrid,De 40 a 44 años,Hombres,1 July,2004,1 de julio de 2004,223342
28 Madrid,De 40 a 44 años,Mujeres,1 July,2004,1 de julio de 2004,232277
28 Madrid,De 40 a 44 años,Total,1 July,2004,1 de julio de 2004,455619
28 Madrid,De 45 a 49 años,Hombres,1 July,2004,1 de julio de 2004,189304
28 Madrid,De 45 a 49 años,Mujeres,1 July,2004,1 de julio de 2004,206965
28 Madrid,De 45 a 49 años,Total,1 July,2004,1 de julio de 2004,396269
28 Madrid,De 5 a 9 años,Hombres,1 July,2004,1 de julio de 2004,134782
28 Madrid,De 5 a 9 años,Mujeres,1 July,2004,1 de julio de 2004,128129
28 Madrid,De 5 a 9 años,Total,1 July,2004,1 de julio de 2004,262911
28 Madrid,De 50 a 54 años,Hombres,1 July,2004,1 de julio de 2004,164264
28 Madrid,De 50 a 54 años,Mujeres,1 July,2004,1 de julio de 2004,182854
28 Madrid,De 50 a 54 años,Total,1 July,2004,1 de julio de 2004,347118
28 Madrid,De 55 a 59 años,Hombres,1 July,2004,1 de julio de 2004,156129
28 Madrid,De 55 a 59 años,Mujeres,1 July,2004,1 de julio de 2004,175975
28 Madrid,De 55 a 59 años,Total,1 July,2004,1 de julio de 2004,332104
28 Madrid,De 60 a 64 años,Hombres,1 July,2004,1 de julio de 2004,125778
28 Madrid,De 60 a 64 años,Mujeres,1 July,2004,1 de julio de 2004,140992
28 Madrid,De 60 a 64 años,Total,1 July,2004,1 de julio de 2004,266770
28 Madrid,De 65 a 69 años,Hombres,1 July,2004,1 de julio de 2004,102599
28 Madrid,De 65 a 69 años,Mujeres,1 July,2004,1 de julio de 2004,124914
28 Madrid,De 65 a 69 años,Total,1 July,2004,1 de julio de 2004,227513
28 Madrid,De 70 a 74 años,Hombres,1 July,2004,1 de julio de 2004,96264
28 Madrid,De 70 a 74 años,Mujeres,1 July,2004,1 de julio de 2004,125383
28 Madrid,De 70 a 74 años,Total,1 July,2004,1 de julio de 2004,221646
28 Madrid,De 75 a 79 años,Hombres,1 July,2004,1 de julio de 2004,68073
28 Madrid,De 75 a 79 años,Mujeres,1 July,2004,1 de julio de 2004,103236
28 Madrid,De 75 a 79 años,Total,1 July,2004,1 de julio de 2004,171309
28 Madrid,De 80 a 84 años,Hombres,1 July,2004,1 de julio de 2004,40253
28 Madrid,De 80 a 84 años,Mujeres,1 July,2004,1 de julio de 2004,74299
28 Madrid,De 80 a 84 años,Total,1 July,2004,1 de julio de 2004,114552
28 Madrid,De 85 a 89 años,Hombres,1 July,2004,1 de julio de 2004,16623
28 Madrid,De 85 a 89 años,Mujeres,1 July,2004,1 de julio de 2004,40964
28 Madrid,De 85 a 89 años,Total,1 July,2004,1 de julio de 2004,57586
28 Madrid,Todas las edades,Hombres,1 July,2004,1 de julio de 2004,2807006
28 Madrid,Todas las edades,Mujeres,1 July,2004,1 de julio de 2004,3000956
28 Madrid,Todas las edades,Total,1 July,2004,1 de julio de 2004,5807962
29 Málaga,90 y más años,Hombres,1 July,2004,1 de julio de 2004,1472
29 Málaga,90 y más años,Mujeres,1 July,2004,1 de julio de 2004,3649
29 Málaga,90 y más años,Total,1 July,2004,1 de julio de 2004,5120
29 Málaga,De 0 a 4 años,Hombres,1 July,2004,1 de julio de 2004,39522
29 Málaga,De 0 a 4 años,Mujeres,1 July,2004,1 de julio de 2004,37344
29 Málaga,De 0 a 4 años,Total,1 July,2004,1 de julio de 2004,76867
29 Málaga,De 10 a 14 años,Hombres,1 July,2004,1 de julio de 2004,40453
29 Málaga,De 10 a 14 años,Mujeres,1 July,2004,1 de julio de 2004,38306
29 Málaga,De 10 a 14 años,Total,1 July,2004,1 de julio de 2004,78760
29 Málaga,De 15 a 19 años,Hombres,1 July,2004,1 de julio de 2004,43940
29 Málaga,De 15 a 19 años,Mujeres,1 July,2004,1 de julio de 2004,41749
29 Málaga,De 15 a 19 años,Total,1 July,2004,1 de julio de 2004,85690
29 Málaga,De 20 a 24 años,Hombres,1 July,2004,1 de julio de 2004,52898
29 Málaga,De 20 a 24 años,Mujeres,1 July,2004,1 de julio de 2004,50754
29 Málaga,De 20 a 24 años,Total,1 July,2004,1 de julio de 2004,103652
29 Málaga,De 25 a 29 años,Hombres,1 July,2004,1 de julio de 2004,60895
29 Málaga,De 25 a 29 años,Mujeres,1 July,2004,1 de julio de 2004,59000
29 Málaga,De 25 a 29 años,Total,1 July,2004,1 de julio de 2004,119895
29 Málaga,De 30 a 34 años,Hombres,1 July,2004,1 de julio de 2004,60314
29 Málaga,De 30 a 34 años,Mujeres,1 July,2004,1 de julio de 2004,59465
29 Málaga,De 30 a 34 años,Total,1 July,2004,1 de julio de 2004,119779
29 Málaga,De 35 a 39 años,Hombres,1 July,2004,1 de julio de 2004,58457
29 Málaga,De 35 a 39 años,Mujeres,1 July,2004,1 de julio de 2004,58991
29 Málaga,De 35 a 39 años,Total,1 July,2004,1 de julio de 2004,117447
29 Málaga,De 40 a 44 años,Hombres,1 July,2004,1 de julio de 2004,53354
29 Málaga,De 40 a 44 años,Mujeres,1 July,2004,1 de julio de 2004,54374
29 Málaga,De 40 a 44 años,Total,1 July,2004,1 de julio de 2004,107728
29 Málaga,De 45 a 49 años,Hombres,1 July,2004,1 de julio de 2004,45602
29 Málaga,De 45 a 49 años,Mujeres,1 July,2004,1 de julio de 2004,46965
29 Málaga,De 45 a 49 años,Total,1 July,2004,1 de julio de 2004,92567
29 Málaga,De 5 a 9 años,Hombres,1 July,2004,1 de julio de 2004,36608
29 Málaga,De 5 a 9 años,Mujeres,1 July,2004,1 de julio de 2004,35102
29 Málaga,De 5 a 9 años,Total,1 July,2004,1 de julio de 2004,71710
29 Málaga,De 50 a 54 años,Hombres,1 July,2004,1 de julio de 2004,38641
29 Málaga,De 50 a 54 años,Mujeres,1 July,2004,1 de julio de 2004,40143
29 Málaga,De 50 a 54 años,Total,1 July,2004,1 de julio de 2004,78783
29 Málaga,De 55 a 59 años,Hombres,1 July,2004,1 de julio de 2004,38316
29 Málaga,De 55 a 59 años,Mujeres,1 July,2004,1 de julio de 2004,39369
29 Málaga,De 55 a 59 años,Total,1 July,2004,1 de julio de 2004,77685
29 Málaga,De 60 a 64 años,Hombres,1 July,2004,1 de julio de 2004,31938
29 Málaga,De 60 a 64 años,Mujeres,1 July,2004,1 de julio de 2004,33888
29 Málaga,De 60 a 64 años,Total,1 July,2004,1 de julio de 2004,65826
29 Málaga,De 65 a 69 años,Hombres,1 July,2004,1 de julio de 2004,28366
29 Málaga,De 65 a 69 años,Mujeres,1 July,2004,1 de julio de 2004,31694
29 Málaga,De 65 a 69 años,Total,1 July,2004,1 de julio de 2004,60060
29 Málaga,De 70 a 74 años,Hombres,1 July,2004,1 de julio de 2004,25034
29 Málaga,De 70 a 74 años,Mujeres,1 July,2004,1 de julio de 2004,29646
29 Málaga,De 70 a 74 años,Total,1 July,2004,1 de julio de 2004,54680
29 Málaga,De 75 a 79 años,Hombres,1 July,2004,1 de julio de 2004,16731
29 Málaga,De 75 a 79 años,Mujeres,1 July,2004,1 de julio de 2004,23081
29 Málaga,De 75 a 79 años,Total,1 July,2004,1 de julio de 2004,39812
29 Málaga,De 80 a 84 años,Hombres,1 July,2004,1 de julio de 2004,9498
29 Málaga,De 80 a 84 años,Mujeres,1 July,2004,1 de julio de 2004,15478
29 Málaga,De 80 a 84 años,Total,1 July,2004,1 de julio de 2004,24976
29 Málaga,De 85 a 89 años,Hombres,1 July,2004,1 de julio de 2004,3555
29 Málaga,De 85 a 89 años,Mujeres,1 July,2004,1 de julio de 2004,7400
29 Málaga,De 85 a 89 años,Total,1 July,2004,1 de julio de 2004,10955
29 Málaga,Todas las edades,Hombres,1 July,2004,1 de julio de 2004,685594
29 Málaga,Todas las edades,Mujeres,1 July,2004,1 de julio de 2004,706398
29 Málaga,Todas las edades,Total,1 July,2004,1 de julio de 2004,1391992
30 Murcia,90 y más años,Hombres,1 July,2004,1 de julio de 2004,1308
30 Murcia,90 y más años,Mujeres,1 July,2004,1 de julio de 2004,3428
30 Murcia,90 y más años,Total,1 July,2004,1 de julio de 2004,4736
30 Murcia,De 0 a 4 años,Hombres,1 July,2004,1 de julio de 2004,40362
30 Murcia,De 0 a 4 años,Mujeres,1 July,2004,1 de julio de 2004,38098
30 Murcia,De 0 a 4 años,Total,1 July,2004,1 de julio de 2004,78460
30 Murcia,De 10 a 14 años,Hombres,1 July,2004,1 de julio de 2004,38515
30 Murcia,De 10 a 14 años,Mujeres,1 July,2004,1 de julio de 2004,36207
30 Murcia,De 10 a 14 años,Total,1 July,2004,1 de julio de 2004,74722
30 Murcia,De 15 a 19 años,Hombres,1 July,2004,1 de julio de 2004,41030
