COD_PROVINCIA|IND_SEXO|EDAD|NUM_PERMISOS|NUM_LICENCIAS|NUM_LICENCIAS_PERMISOS|NUM_PERMISOS_A|NUM_PERMISOS_B|NUM_PERMISOS_C|NUM_PERMISOS_D|NUM_PERMISOS_LCM|NUM_PERMISOS_LVA
06|M|21 a 24 años|9004|0|9004|461|8973|38|5|0|0
06|M|25 a 29 años|13507|0|13507|538|13492|111|30|0|0
06|M|30 a 34 años|15591|0|15591|1435|15571|141|44|0|0
06|M|35 a 39 años|17874|0|17874|2307|17845|171|61|0|0
06|M|40 a 44 años|19065|0|19065|3076|19007|192|72|0|0
06|M|45 a 49 años|21458|0|21458|3706|21289|220|74|0|0
06|M|50 a 54 años|20545|0|20545|4196|20201|132|69|0|0
06|M|55 a 59 años|18729|1|18729|3030|18365|89|57|0|1
06|M|60 a 64 años|15300|0|15300|2009|14927|41|26|0|0
06|M|65 a 69 años|10262|1|10262|1289|9936|7|3|0|1
06|M|70 a 74 años|5377|0|5377|618|5130|5|0|0|0
06|M|Más de 74 años|3631|0|3631|471|3395|1|1|0|0
06|V|15 a 17 años|1196|24|1213|1196|0|0|0|0|24
06|V|18 a 20 años|5888|4|5889|1718|5422|8|0|0|4
06|V|21 a 24 años|11306|1|11307|2135|11194|298|14|0|1
06|V|25 a 29 años|15626|0|15626|3167|15575|934|65|0|0
06|V|30 a 34 años|17433|1|17433|6652|17368|1404|138|0|1
06|V|35 a 39 años|19512|0|19512|9795|19409|2418|309|0|0
06|V|40 a 44 años|20912|2|20913|11442|20775|3440|569|0|2
06|V|45 a 49 años|23510|3|23510|12393|23137|3978|893|0|3
06|V|50 a 54 años|24584|6|24585|14146|23858|4259|1656|0|6
06|V|55 a 59 años|24166|17|24170|12893|23313|3712|1835|2|15
06|V|60 a 64 años|23647|20|23647|13504|22508|3167|1440|0|20
06|V|65 a 69 años|20027|23|20027|13839|18727|1289|501|0|23
06|V|70 a 74 años|14559|34|14559|10320|13298|388|200|0|34
06|V|Más de 74 años|26373|78|26374|21458|17519|216|102|0|78
07|M|15 a 17 años|883|0|883|883|0|0|0|0|0
07|M|18 a 20 años|4356|0|4356|1512|3617|0|0|0|0
07|M|21 a 24 años|13038|0|13038|2117|12778|24|1|0|0
07|M|25 a 29 años|22660|0|22660|4133|22466|163|50|0|0
07|M|30 a 34 años|31405|0|31405|7930|31163|356|140|0|0
07|M|35 a 39 años|35173|0|35173|12293|34814|500|249|0|0
07|M|40 a 44 años|42135|0|42135|18507|41672|987|498|0|0
07|M|45 a 49 años|42842|0|42842|17016|41932|768|364|0|0
07|M|50 a 54 años|39038|0|39038|17609|37864|555|233|0|0
07|M|55 a 59 años|33763|1|33764|14544|32633|532|121|1|0
07|M|60 a 64 años|28080|2|28080|10975|27105|407|72|1|1
07|M|65 a 69 años|22559|0|22559|6575|21713|172|16|0|0
07|M|70 a 74 años|15967|0|15967|4043|15200|88|7|0|0
07|M|Más de 74 años|19158|0|19158|6474|15809|34|2|0|0
07|V|15 a 17 años|2231|2|2232|2231|0|0|0|0|2
07|V|18 a 20 años|7984|2|7985|3771|6449|8|0|0|2
07|V|21 a 24 años|17189|0|17189|5359|16596|253|19|0|0
07|V|25 a 29 años|22412|0|22412|6386|22053|737|164|0|0
07|V|30 a 34 años|22804|0|22804|9241|22461|1023|305|0|0
07|V|35 a 39 años|27215|0|27215|13605|26848|1685|672|0|0
07|V|40 a 44 años|29611|0|29611|15089|29191|2302|966|0|0
07|V|45 a 49 años|40699|0|40699|25111|39516|4014|1611|0|0
07|V|50 a 54 años|43209|1|43209|28603|41703|4870|2399|0|1
07|V|55 a 59 años|38326|0|38326|25936|36866|4566|2435|0|0
07|V|60 a 64 años|32372|1|32372|22710|30938|4138|2097|0|1
07|V|65 a 69 años|26134|3|26134|18749|24898|1857|803|0|3
07|V|70 a 74 años|20242|2|20242|14330|19082|753|316|0|2
07|V|Más de 74 años|32941|10|32941|26466|26755|352|134|0|10
08|M|15 a 17 años|990|0|990|990|0|0|0|0|0
08|M|18 a 20 años|17618|0|17618|2653|16630|14|0|0|0
08|M|21 a 24 años|61212|0|61212|5010|60752|118|10|0|0
08|M|25 a 29 años|94579|0|94579|8885|94033|351|93|0|0
08|M|30 a 34 años|110356|0|110356|18104|109557|456|202|0|0
08|M|35 a 39 años|122331|0|122331|25469|121314|584|434|0|0
08|M|40 a 44 años|142430|0|142430|35029|141010|975|680|0|0
08|M|45 a 49 años|173307|0|173307|49192|170001|1000|713|0|0
08|M|50 a 54 años|172557|0|172557|58238|167245|820|620|0|0
08|M|55 a 59 años|147091|0|147091|43293|142638|698|483|0|0
08|M|60 a 64 años|119730|0|119730|32192|116496|415|208|0|0
08|M|65 a 69 años|97420|0|97420|20120|95161|160|72|0|0
08|M|70 a 74 años|62947|0|62947|9972|61314|60|17|0|0
08|M|Más de 74 años|54632|0|54632|10707|51168|13|2|0|0
08|V|15 a 17 años|3291|12|3300|3291|0|0|0|0|12
08|V|18 a 20 años|32378|12|32387|8696|29701|49|1|0|12
08|V|21 a 24 años|80060|2|80061|15647|78857|832|35|0|2
08|V|25 a 29 años|110352|1|110353|25486|109111|2490|436|0|1
08|V|30 a 34 años|123757|1|123758|41349|122291|3695|935|0|1
08|V|35 a 39 años|138494|0|138494|57037|136906|6023|2014|0|0
08|V|40 a 44 años|157379|0|157379|72821|155603|10183|3616|0|0
08|V|45 a 49 años|205410|0|205410|104492|200331|16355|5751|0|0
08|V|50 a 54 años|214493|0|214493|121851|207276|20350|8507|0|0
08|V|55 a 59 años|186696|1|186696|100932|180352|18399|8657|0|1
08|V|60 a 64 años|157131|0|157131|88485|151829|17197|7587|0|0
08|V|65 a 69 años|130424|3|130424|70999|126441|8029|3294|0|3
08|V|70 a 74 años|102058|2|102058|49844|98834|3269|1527|0|2
08|V|Más de 74 años|161126|1|161127|93672|144467|1873|759|1|0
09|M|15 a 17 años|28|0|28|28|0|0|0|0|0
09|M|18 a 20 años|899|0|899|43|889|0|0|0|0
09|M|21 a 24 años|3537|0|3537|125|3532|5|0|0|0
09|M|25 a 29 años|5674|0|5674|194|5665|18|2|0|0
09|M|30 a 34 años|5944|0|5944|367|5931|28|11|0|0
09|M|35 a 39 años|7440|0|7440|547|7434|64|20|0|0
09|M|40 a 44 años|8822|0|8822|770|8805|87|36|0|0
09|M|45 a 49 años|10852|0|10852|1020|10814|130|54|0|0
09|M|50 a 54 años|11106|0|11106|1262|11035|90|51|0|0
09|M|55 a 59 años|10426|0|10426|906|10356|62|37|0|0
09|M|60 a 64 años|9334|0|9334|656|9251|44|26|0|0
09|M|65 a 69 años|7294|0|7294|463|7209|19|9|0|0
09|M|70 a 74 años|4195|0|4195|286|4118|4|2|0|0
09|M|Más de 74 años|3043|0|3043|441|2774|1|1|0|0
09|V|15 a 17 años|165|15|178|165|0|0|0|0|15
09|V|18 a 20 años|1953|4|1957|321|1877|0|0|0|4
09|V|21 a 24 años|4799|1|4800|547|4789|88|1|0|1
09|V|25 a 29 años|6975|0|6975|1056|6948|302|33|0|0
09|V|30 a 34 años|7673|0|7673|1727|7639|486|56|0|0
09|V|35 a 39 años|8801|0|8801|2655|8775|892|145|0|0
09|V|40 a 44 años|10302|3|10303|3422|10254|1370|265|0|3
09|V|45 a 49 años|13004|0|13004|4562|12917|1983|478|0|0
09|V|50 a 54 años|13451|0|13451|4861|13295|2445|1030|0|0
09|V|55 a 59 años|12997|2|12997|4165|12868|2369|1270|0|2
09|V|60 a 64 años|12577|2|12577|3999|12409|2249|1140|0|2
09|V|65 a 69 años|11701|3|11701|4183|11497|913|385|0|3
09|V|70 a 74 años|9199|6|9200|3510|8934|244|100|0|6
09|V|Más de 74 años|15055|18|15055|9345|12247|88|36|0|18
10|M|15 a 17 años|52|0|52|52|0|0|0|0|0
10|M|18 a 20 años|1478|0|1478|101|1441|0|0|0|0
10|M|21 a 24 años|4853|0|4853|133|4850|12|1|0|0
10|M|25 a 29 años|7235|0|7235|236|7233|43|8|0|0
10|M|30 a 34 años|8574|0|8574|781|8570|76|14|0|0
10|M|35 a 39 años|10030|0|10030|1029|10019|96|15|0|0
10|M|40 a 44 años|10511|0|10511|1432|10494|92|41|0|0
10|M|45 a 49 años|11748|0|11748|1648|11695|68|41|0|0
10|M|50 a 54 años|11856|0|11856|1884|11725|85|36|0|0
10|M|55 a 59 años|11454|0|11454|1257|11331|48|32|0|0
10|M|60 a 64 años|10329|1|10329|1041|10171|26|11|0|1
10|M|65 a 69 años|7436|0|7436|869|7235|11|4|0|0
10|M|70 a 74 años|3808|0|3808|373|3675|3|1|0|0
10|M|Más de 74 años|2520|0|2520|298|2330|1|1|0|0
10|V|15 a 17 años|337|2|339|337|0|0|0|0|2
10|V|18 a 20 años|2752|0|2752|605|2623|1|0|0|0
10|V|21 a 24 años|5773|0|5773|814|5742|145|2|0|0
10|V|25 a 29 años|8318|0|8318|1316|8299|516|43|0|0
10|V|30 a 34 años|8887|0|8887|2957|8864|762|89|0|0
10|V|35 a 39 años|10295|0|10295|4486|10250|1253|167|0|0
10|V|40 a 44 años|11686|0|11686|5545|11641|1846|333|0|0
10|V|45 a 49 años|13238|1|13238|6117|13032|2214|504|0|1
10|V|50 a 54 años|13635|1|13635|6389|13321|2263|870|0|1
10|V|55 a 59 años|14287|3|14287|5685|13915|2065|988|0|3
10|V|60 a 64 años|14841|8|14841|6601|14334|1981|891|0|8
10|V|65 a 69 años|13438|13|13440|6519|12816|893|343|0|13
10|V|70 a 74 años|9843|15|9845|4710|9261|285|130|0|15
10|V|Más de 74 años|15974|24|15975|10447|11680|150|72|0|24
11|M|15 a 17 años|1095|0|1095|1095|0|0|0|0|0
11|M|18 a 20 años|6838|0|6838|2111|5730|0|0|0|0
11|M|21 a 24 años|17006|0|17006|2391|16602|26|3|0|0
11|M|25 a 29 años|23743|0|23743|2800|23630|89|15|0|0
11|M|30 a 34 años|27670|0|27670|6559|27484|134|50|0|0
11|M|35 a 39 años|32674|0|32674|10914|32397|132|62|0|0
11|M|40 a 44 años|37289|0|37289|15447|36826|193|98|0|0
11|M|45 a 49 años|43563|0|43563|19572|42187|268|91|0|0
11|M|50 a 54 años|40796|0|40796|18323|38661|194|73|0|0
11|M|55 a 59 años|35725|0|35725|12802|33668|157|46|0|0
11|M|60 a 64 años|27588|0|27588|8544|25622|90|18|0|0
11|M|65 a 69 años|19890|0|19890|5156|18520|28|5|0|0
11|M|70 a 74 años|10860|0|10860|1943|10076|17|2|0|0
11|M|Más de 74 años|7412|0|7412|1245|6715|4|0|0|0
11|V|15 a 17 años|2972|1|2973|2972|0|0|0|0|1
11|V|18 a 20 años|10928|0|10928|4981|8895|6|0|0|0
11|V|21 a 24 años|21375|0|21375|6342|20538|305|13|0|0
11|V|25 a 29 años|27240|0|27240|7561|26871|982|108|0|0
11|V|30 a 34 años|28914|0|28914|13371|28512|1369|178|0|0
11|V|35 a 39 años|34228|0|34228|21242|33743|2317|394|0|0
11|V|40 a 44 años|39358|0|39358|27232|38808|3763|791|0|0
11|V|45 a 49 años|47868|1|47868|33477|46157|5187|1167|0|1
11|V|50 a 54 años|47895|1|47896|33918|45401|5720|1871|0|1
11|V|55 a 59 años|45231|1|45231|30582|42170|4821|1974|0|1
11|V|60 a 64 años|39494|2|39494|27787|35849|3524|1491|0|2
11|V|65 a 69 años|33949|4|33949|24747|30416|1511|649|0|4
11|V|70 a 74 años|24668|3|24668|17387|21930|549|254|0|3
11|V|Más de 74 años|37276|16|37276|29155|25067|233|109|0|16
12|M|15 a 17 años|361|0|361|361|0|0|0|0|0
12|M|18 a 20 años|2749|0|2749|670|2400|0|0|0|0
12|M|21 a 24 años|7630|0|7630|787|7517|13|0|0|0
12|M|25 a 29 años|10633|0|10633|876|10594|38|5|0|0
12|M|30 a 34 años|11927|0|11927|1893|11872|55|7|0|0
12|M|35 a 39 años|14267|0|14267|3250|14209|105|28|0|0
12|M|40 a 44 años|16434|0|16434|4626|16352|120|39|0|0
12|M|45 a 49 años|20955|0|20955|7425|20631|135|47|0|0
12|M|50 a 54 años|19979|0|19979|8409|19532|121|52|0|0
12|M|55 a 59 años|18216|0|18216|6887|17780|77|34|0|0
12|M|60 a 64 años|15112|0|15112|5323|14596|52|28|0|0
12|M|65 a 69 años|12048|0|12048|3239|11590|27|4|0|0
12|M|70 a 74 años|7773|0|7773|1525|7348|15|1|0|0
12|M|Más de 74 años|7013|0|7013|2364|5485|5|0|0|0
12|V|15 a 17 años|1014|1|1014|1014|0|0|0|0|1
12|V|18 a 20 años|4479|1|4479|1562|3915|0|0|0|1
12|V|21 a 24 años|9714|0|9714|2403|9499|153|1|0|0
12|V|25 a 29 años|12982|0|12982|3399|12892|458|23|0|0
12|V|30 a 34 años|13741|0|13741|5338|13625|779|57|0|0
12|V|35 a 39 años|14931|0|14931|7595|14789|1290|155|0|0
12|V|40 a 44 años|18590|0|18590|10685|18458|2135|356|0|0
12|V|45 a 49 años|24438|0|24438|15067|23967|3242|654|0|0
12|V|50 a 54 años|23962|0|23962|15764|23395|3376|1092|0|0
12|V|55 a 59 años|21978|0|21978|14503|21345|3139|1316|0|0
12|V|60 a 64 años|19075|2|19075|13675|18496|2485|1133|0|2
12|V|65 a 69 años|16029|5|16029|12147|15531|954|356|0|5
12|V|70 a 74 años|12435|3|12435|9588|11914|326|131|0|3
12|V|Más de 74 años|21394|28|21394|18189|17213|158|50|0|28
13|M|15 a 17 años|119|1|120|119|0|0|0|0|1
13|M|18 a 20 años|1808|0|1808|201|1703|0|0|0|0
13|M|21 a 24 años|5834|0|5834|296|5795|18|0|0|0
13|M|25 a 29 años|9605|0|9605|393|9591|51|4|0|0
13|M|30 a 34 años|10907|0|10907|1047|10884|46|10|0|0
13|M|35 a 39 años|12604|0|12604|1933|12568|77|22|0|0
13|M|40 a 44 años|13855|0|13855|2826|13812|194|51|0|0
13|M|45 a 49 años|15365|0|15365|2852|15221|195|54|0|0
13|M|50 a 54 años|15003|0|15003|3483|14693|109|53|0|0
13|M|55 a 59 años|14015|0|14015|2439|13704|73|28|0|0
13|M|60 a 64 años|11674|0|11674|1793|11310|50|19|0|0
13|M|65 a 69 años|8235|0|8235|1036|7930|13|6|0|0
13|M|70 a 74 años|3949|0|3949|451|3745|4|2|0|0
13|M|Más de 74 años|2682|1|2682|411|2414|1|1|0|1
13|V|15 a 17 años|675|31|696|675|0|0|0|0|31
13|V|18 a 20 años|3494|20|3510|957|3188|3|0|0|20
13|V|21 a 24 años|7577|3|7579|1288|7470|164|2|0|3
13|V|25 a 29 años|11146|2|11148|2117|11097|632|31|0|2
13|V|30 a 34 años|13001|1|13002|4707|12937|1056|70|0|1
13|V|35 a 39 años|13675|1|13675|6691|13582|1625|183|0|1
13|V|40 a 44 años|14500|0|14500|7422|14389|2217|407|0|0
13|V|45 a 49 años|17153|2|17155|8678|16823|2780|564|0|2
13|V|50 a 54 años|17276|4|17280|9288|16760|2943|1087|0|4
13|V|55 a 59 años|17469|7|17470|8701|16893|2948|1463|0|7
13|V|60 a 64 años|17151|13|17152|9896|16369|2764|1321|0|13
13|V|65 a 69 años|14672|28|14672|9313|13767|1272|485|0|28
13|V|70 a 74 años|10336|48|10336|6270|9421|403|177|0|48
13|V|Más de 74 años|21338|122|21338|17056|12915|181|76|0|122
14|M|15 a 17 años|338|0|338|338|0|0|0|0|0
14|M|18 a 20 años|3120|0|3120|674|2727|0|0|0|0
14|M|21 a 24 años|9741|0|9741|1021|9574|18|0|0|0
14|M|25 a 29 años|15215|1|15216|1270|15171|64|11|0|1
14|M|30 a 34 años|18204|0|18204|2734|18149|108|31|0|0
14|M|35 a 39 años|20484|0|20484|3526|20416|188|48|0|0
14|M|40 a 44 años|21527|0|21527|4972|21395|234|81|0|0
14|M|45 a 49 años|24383|0|24383|6287|24042|237|91|0|0
14|M|50 a 54 años|23470|0|23470|6962|22857|174|74|0|0
14|M|55 a 59 años|22222|0|22222|5427|21516|120|55|0|0
14|M|60 a 64 años|18133|1|18133|3702|17467|58|18|0|1
14|M|65 a 69 años|12628|0|12628|2467|12018|16|3|0|0
14|M|70 a 74 años|6124|1|6124|979|5768|11|1|0|1
14|M|Más de 74 años|3694|0|3694|691|3281|1|0|0|0
14|V|15 a 17 años|1413|2|1414|1413|0|0|0|0|2
14|V|18 a 20 años|5859|3|5861|2193|5029|3|0|0|3
14|V|21 a 24 años|12730|0|12730|2924|12477|241|3|0|0
14|V|25 a 29 años|17766|0|17766|4296|17659|828|59|0|0
14|V|30 a 34 años|19139|0|19139|7885|19019|1216|112|0|0
14|V|35 a 39 años|21374|0|21374|11885|21233|2158|298|0|0
14|V|40 a 44 años|23370|1|23371|14636|23210|3222|545|0|1
14|V|45 a 49 años|27254|0|27254|17235|26690|4079|930|0|0
14|V|50 a 54 años|27209|0|27209|18057|26367|4329|1594|0|0
14|V|55 a 59 años|27786|3|27787|17729|26624|4200|1964|1|2
14|V|60 a 64 años|26620|3|26620|18232|25335|3682|1627|0|3
14|V|65 a 69 años|22776|7|22776|16897|21503|1586|662|0|7
14|V|70 a 74 años|16398|4|16398|12265|15243|502|249|0|4
14|V|Más de 74 años|27856|12|27856|22992|18547|251|120|0|12
15|M|15 a 17 años|69|1|70|69|0|0|0|0|1
15|M|18 a 20 años|3780|1|3781|163|3752|0|0|0|1
15|M|21 a 24 años|11902|0|11902|252|11894|22|0|0|0
15|M|25 a 29 años|17568|0|17568|467|17552|71|21|0|0
15|M|30 a 34 años|23011|0|23011|1644|22977|173|45|0|0
15|M|35 a 39 años|30384|0|30384|2635|30348|442|132|0|0
15|M|40 a 44 años|35465|0|35465|3691|35400|440|186|0|0
15|M|45 a 49 años|42800|0|42800|5564|42624|444|206|0|0
15|M|50 a 54 años|41249|1|41249|7139|40940|324|198|0|1
15|M|55 a 59 años|37752|2|37752|4663|37430|221|139|0|2
15|M|60 a 64 años|32027|4|32027|2968|31701|129|76|0|4
15|M|65 a 69 años|27089|18|27090|2116|26752|55|25|0|18
