COD_PROVINCIA|IND_SEXO|EDAD|NUM_PERMISOS|NUM_LICENCIAS|NUM_LICENCIAS_PERMISOS|NUM_PERMISOS_A|NUM_PERMISOS_B|NUM_PERMISOS_C|NUM_PERMISOS_D|NUM_PERMISOS_LCM|NUM_PERMISOS_LVA
01|M|15 a 17 años|23|0|23|23|0|0|0|0|0
01|M|18 a 20 años|771|0|771|46|758|0|0|0|0
01|M|21 a 24 años|3190|0|3190|91|3185|5|0|0|0
01|M|25 a 29 años|4965|0|4965|184|4947|28|5|0|0
01|M|30 a 34 años|5324|0|5324|360|5298|43|17|0|0
01|M|35 a 39 años|6608|0|6608|591|6578|42|31|0|0
01|M|40 a 44 años|8839|0|8839|943|8811|72|77|0|0
01|M|45 a 49 años|11435|0|11435|1398|11384|149|109|0|0
01|M|50 a 54 años|11143|0|11143|1547|11079|94|98|0|0
01|M|55 a 59 años|9633|0|9633|913|9561|76|61|0|0
01|M|60 a 64 años|8328|0|8328|606|8268|44|34|0|0
01|M|65 a 69 años|6632|0|6632|403|6586|8|6|0|0
01|M|70 a 74 años|3939|0|3939|230|3890|2|1|0|0
01|M|Más de 74 años|2981|0|2981|362|2826|2|2|0|0
01|V|15 a 17 años|108|11|118|108|0|0|0|0|11
01|V|18 a 20 años|1504|5|1508|239|1453|0|0|0|5
01|V|21 a 24 años|4383|1|4384|493|4363|79|3|0|1
01|V|25 a 29 años|6121|0|6121|909|6085|238|32|0|0
01|V|30 a 34 años|6798|0|6798|1545|6747|334|63|0|0
01|V|35 a 39 años|7909|0|7909|2483|7861|562|173|0|0
01|V|40 a 44 años|10049|0|10049|3322|10015|914|341|0|0
01|V|45 a 49 años|12450|0|12450|4516|12329|1244|460|0|0
01|V|50 a 54 años|13099|0|13099|4902|12928|1639|753|0|0
01|V|55 a 59 años|11978|0|11978|3905|11849|1719|903|0|0
01|V|60 a 64 años|10675|1|10675|3579|10565|1517|731|0|1
01|V|65 a 69 años|9075|0|9075|3334|8966|650|318|0|0
01|V|70 a 74 años|7430|0|7430|2596|7317|225|117|0|0
01|V|Más de 74 años|11889|1|11889|6266|10674|89|39|0|1
02|M|15 a 17 años|56|0|56|56|0|0|0|0|0
02|M|18 a 20 años|1455|0|1455|125|1421|2|0|0|0
02|M|21 a 24 años|4917|0|4917|190|4904|20|0|0|0
02|M|25 a 29 años|7466|0|7466|333|7454|59|2|0|0
02|M|30 a 34 años|8322|0|8322|990|8293|70|6|0|0
02|M|35 a 39 años|9506|0|9506|1751|9466|96|16|0|0
02|M|40 a 44 años|10741|0|10741|2679|10681|163|38|0|0
02|M|45 a 49 años|13347|0|13347|3451|13169|264|74|0|0
02|M|50 a 54 años|12731|0|12731|3469|12458|159|56|0|0
02|M|55 a 59 años|11605|0|11605|2321|11340|92|49|0|0
02|M|60 a 64 años|9597|0|9597|1619|9293|32|20|0|0
02|M|65 a 69 años|6643|0|6643|957|6426|13|7|0|0
02|M|70 a 74 años|3288|0|3288|384|3122|4|1|0|0
02|M|Más de 74 años|2212|0|2212|376|1964|1|1|0|0
02|V|15 a 17 años|438|5|440|438|0|0|0|0|5
02|V|18 a 20 años|3016|3|3016|767|2801|8|0|0|3
02|V|21 a 24 años|6591|1|6592|1198|6525|228|1|0|1
02|V|25 a 29 años|9433|0|9433|1805|9397|596|41|0|0
02|V|30 a 34 años|9927|0|9927|3662|9875|986|76|0|0
02|V|35 a 39 años|11071|0|11071|5712|11003|1374|132|0|0
02|V|40 a 44 años|11576|0|11576|6622|11493|1864|288|0|0
02|V|45 a 49 años|13374|1|13374|7854|13083|2506|488|0|1
02|V|50 a 54 años|13940|1|13940|8654|13546|2662|1068|0|1
02|V|55 a 59 años|14285|4|14285|7749|13862|2645|1268|0|4
02|V|60 a 64 años|13479|5|13479|7885|13028|2404|1156|0|5
02|V|65 a 69 años|11160|14|11160|7316|10729|916|374|0|14
02|V|70 a 74 años|7658|10|7658|5535|7228|243|126|0|10
02|V|Más de 74 años|15040|55|15040|13225|10403|97|37|0|55
03|M|15 a 17 años|1260|0|1260|1260|0|0|0|0|0
03|M|18 a 20 años|8922|0|8922|2116|7883|2|0|0|0
03|M|21 a 24 años|23361|0|23361|2401|23010|34|2|0|0
03|M|25 a 29 años|33298|0|33298|2727|33100|99|19|0|0
03|M|30 a 34 años|37572|0|37572|5833|37306|139|40|0|0
03|M|35 a 39 años|44395|0|44395|10639|44014|199|78|0|0
03|M|40 a 44 años|51243|0|51243|15386|50766|254|130|0|0
03|M|45 a 49 años|61631|0|61631|20933|60394|436|197|0|0
03|M|50 a 54 años|59713|0|59713|22238|58079|632|180|0|0
03|M|55 a 59 años|54693|0|54693|17651|53171|796|160|0|0
03|M|60 a 64 años|47335|0|47335|14796|45849|827|80|0|0
03|M|65 a 69 años|37931|0|37931|10023|36737|619|29|0|0
03|M|70 a 74 años|24520|0|24520|5711|23656|389|18|0|0
03|M|Más de 74 años|24199|0|24199|7398|21638|113|8|0|0
03|V|15 a 17 años|3216|0|3216|3216|0|0|0|0|0
03|V|18 a 20 años|14039|0|14039|5463|11849|7|1|0|0
03|V|21 a 24 años|29806|0|29806|7790|28916|440|10|0|0
03|V|25 a 29 años|39808|0|39808|9591|39296|1377|111|0|0
03|V|30 a 34 años|42754|0|42754|15764|42179|1898|244|0|0
03|V|35 a 39 años|49225|0|49225|24909|48630|3018|517|0|0
03|V|40 a 44 años|57305|0|57305|32512|56605|4992|1046|0|0
03|V|45 a 49 años|71792|1|71793|42281|69854|7987|1838|0|1
03|V|50 a 54 años|71004|0|71004|44867|68887|9562|3352|0|0
03|V|55 a 59 años|65645|0|65645|41529|63365|9134|3704|0|0
03|V|60 a 64 años|58868|1|58868|40306|56815|7892|3058|0|1
03|V|65 a 69 años|50658|0|50658|35381|48852|3755|1266|0|0
03|V|70 a 74 años|39723|4|39723|27222|38232|1691|468|0|4
03|V|Más de 74 años|62768|0|62768|46921|54038|830|230|0|0
04|M|15 a 17 años|97|0|97|97|0|0|0|0|0
04|M|18 a 20 años|2779|0|2779|190|2691|1|0|0|0
04|M|21 a 24 años|9132|0|9132|282|9104|33|0|0|0
04|M|25 a 29 años|14134|0|14134|528|14111|96|10|0|0
04|M|30 a 34 años|16092|0|16092|1604|16036|165|24|0|0
04|M|35 a 39 años|18657|0|18657|3008|18572|223|34|0|0
04|M|40 a 44 años|20947|0|20947|4549|20804|319|87|0|0
04|M|45 a 49 años|23477|0|23477|6258|23094|353|90|0|0
04|M|50 a 54 años|21645|0|21645|6237|21161|321|93|0|0
04|M|55 a 59 años|19193|0|19193|4769|18698|326|70|0|0
04|M|60 a 64 años|15610|0|15610|3544|15178|287|45|0|0
04|M|65 a 69 años|11856|0|11856|2474|11504|201|17|0|0
04|M|70 a 74 años|6593|0|6593|1391|6296|104|4|0|0
04|M|Más de 74 años|4949|0|4949|1315|4473|16|2|0|0
04|V|15 a 17 años|843|0|843|843|0|0|0|0|0
04|V|18 a 20 años|5220|0|5220|1420|4676|11|0|0|0
04|V|21 a 24 años|11988|0|11988|2078|11759|420|7|0|0
04|V|25 a 29 años|17859|0|17859|3123|17710|1354|77|0|0
04|V|30 a 34 años|20245|0|20245|5823|20097|2087|173|0|0
04|V|35 a 39 años|23090|0|23090|10198|22874|3200|393|0|0
04|V|40 a 44 años|25548|0|25548|12594|25254|4447|787|0|0
04|V|45 a 49 años|29961|0|29961|15540|29159|5757|1282|0|0
04|V|50 a 54 años|27962|1|27962|15305|26995|5738|2044|0|1
04|V|55 a 59 años|25051|0|25051|14235|24041|4764|2060|0|0
04|V|60 a 64 años|21766|1|21766|13606|20720|3814|1627|0|1
04|V|65 a 69 años|18298|0|18298|12552|17257|1874|655|0|0
04|V|70 a 74 años|13458|3|13458|9666|12488|710|204|0|3
04|V|Más de 74 años|19122|3|19122|15110|14289|221|76|0|3
05|M|15 a 17 años|22|1|23|22|0|0|0|0|1
05|M|18 a 20 años|649|0|649|58|639|0|0|0|0
05|M|21 a 24 años|1808|0|1808|90|1804|7|0|0|0
05|M|25 a 29 años|2735|0|2735|109|2734|13|1|0|0
05|M|30 a 34 años|2960|0|2960|333|2955|17|1|0|0
05|M|35 a 39 años|3464|0|3464|486|3455|30|10|0|0
05|M|40 a 44 años|3976|0|3976|652|3969|50|16|0|0
05|M|45 a 49 años|4761|0|4761|823|4720|54|19|0|0
05|M|50 a 54 años|4818|0|4818|959|4761|45|23|0|0
05|M|55 a 59 años|4735|0|4735|560|4684|23|5|0|0
05|M|60 a 64 años|4300|0|4300|418|4252|19|10|0|0
05|M|65 a 69 años|3266|0|3266|275|3220|6|3|0|0
05|M|70 a 74 años|1752|0|1752|131|1712|0|0|0|0
05|M|Más de 74 años|1345|0|1345|147|1280|0|0|0|0
05|V|15 a 17 años|192|0|192|192|0|0|0|0|0
05|V|18 a 20 años|1109|4|1112|266|1057|0|0|0|4
05|V|21 a 24 años|2196|2|2198|378|2185|70|0|0|2
05|V|25 a 29 años|3087|0|3087|563|3074|194|30|0|0
05|V|30 a 34 años|3459|0|3459|1109|3449|294|44|0|0
05|V|35 a 39 años|3875|0|3875|1627|3852|531|101|0|0
05|V|40 a 44 años|4359|0|4359|1986|4336|776|231|0|0
05|V|45 a 49 años|5432|0|5432|2421|5372|974|286|0|0
05|V|50 a 54 años|5657|0|5657|2623|5576|1068|431|0|0
05|V|55 a 59 años|5722|0|5722|2195|5624|1032|571|0|0
05|V|60 a 64 años|5917|1|5917|2373|5787|901|430|0|1
05|V|65 a 69 años|5520|1|5520|2346|5368|472|182|0|1
05|V|70 a 74 años|4357|2|4357|1849|4181|169|88|0|2
05|V|Más de 74 años|7608|7|7610|4707|5813|64|22|0|7
06|M|15 a 17 años|196|0|196|196|0|0|0|0|0
06|M|18 a 20 años|2991|0|2991|358|2874|0|0|0|0
