COD_PROVINCIA|IND_SEXO|EDAD|NUM_PERMISOS|NUM_LICENCIAS|NUM_LICENCIAS_PERMISOS|NUM_PERMISOS_A|NUM_PERMISOS_B|NUM_PERMISOS_C|NUM_PERMISOS_D|NUM_PERMISOS_LCM|NUM_PERMISOS_LVA
07|M|30 a 34 años|31650|0|31650|9280|31375|357|144|0|0
07|M|35 a 39 años|37788|0|37788|15433|37436|780|361|0|0
07|M|40 a 44 años|42257|0|42257|18050|41595|883|387|0|0
07|M|45 a 49 años|42215|0|42215|17340|41177|747|299|0|0
07|M|50 a 54 años|36901|0|36901|16749|35672|608|164|0|0
07|M|55 a 59 años|32415|1|32416|13266|31330|528|96|1|0
07|M|60 a 64 años|26204|2|26204|9317|25245|392|53|1|1
07|M|65 a 69 años|20581|0|20581|5451|19754|195|16|0|0
07|M|70 a 74 años|14764|0|14764|3460|13957|65|5|0|0
07|M|Más de 74 años|17128|0|17128|6330|13706|34|0|0|0
07|V|15 a 17 años|2166|5|2168|2166|0|0|0|0|5
07|V|18 a 20 años|7497|0|7497|3509|6050|3|0|0|0
07|V|21 a 24 años|16246|0|16246|5014|15625|215|12|0|0
07|V|25 a 29 años|18783|0|18783|5544|18490|631|115|0|0
07|V|30 a 34 años|22828|0|22828|11551|22452|1181|362|0|0
07|V|35 a 39 años|25128|0|25128|12320|24784|1705|632|0|0
07|V|40 a 44 años|33614|0|33614|19231|32893|2974|1165|0|0
07|V|45 a 49 años|42429|0|42429|27080|41011|4671|1908|0|0
07|V|50 a 54 años|41579|1|41579|27962|40011|4945|2445|0|1
07|V|55 a 59 años|36969|0|36969|25429|35460|4759|2434|0|0
07|V|60 a 64 años|30306|1|30306|21533|28892|3846|1810|0|1
07|V|65 a 69 años|24432|4|24432|17437|23133|1698|739|0|4
07|V|70 a 74 años|19642|6|19642|13890|18410|698|277|0|6
07|V|Más de 74 años|31075|21|31075|25572|24966|304|107|0|21
08|M|15 a 17 años|1047|1|1048|1047|0|0|0|0|1
08|M|18 a 20 años|18827|1|18827|2664|17849|15|0|0|1
08|M|21 a 24 años|60711|1|60712|5119|60254|95|9|0|1
08|M|25 a 29 años|92015|0|92015|10055|91448|266|71|0|0
08|M|30 a 34 años|110580|0|110580|21428|109639|389|240|0|0
08|M|35 a 39 años|126351|0|126351|28208|125188|731|496|0|0
08|M|40 a 44 años|152320|0|152320|39609|150222|981|643|0|0
08|M|45 a 49 años|181357|0|181357|56615|176908|1064|694|0|0
08|M|50 a 54 años|162738|0|162738|53566|157363|798|542|0|0
08|M|55 a 59 años|141737|0|141737|39320|137704|633|396|0|0
08|M|60 a 64 años|113776|0|113776|28128|110803|341|161|0|0
08|M|65 a 69 años|88371|0|88371|15897|86368|193|70|0|0
08|M|70 a 74 años|57195|0|57195|7722|55604|50|10|0|0
08|M|Más de 74 años|46294|0|46294|10127|43116|14|0|0|0
08|V|15 a 17 años|3135|17|3148|3135|0|0|0|0|17
08|V|18 a 20 años|30090|8|30095|8074|27610|43|0|0|8
08|V|21 a 24 años|72760|2|72761|14223|71526|666|25|0|2
08|V|25 a 29 años|103595|0|103595|26002|102453|2314|394|0|0
08|V|30 a 34 años|120699|1|120700|47408|119128|3945|1057|0|1
08|V|35 a 39 años|136145|0|136145|58758|134455|7060|2360|0|0
08|V|40 a 44 años|173242|0|173242|85150|170313|12573|4328|0|0
08|V|45 a 49 años|219084|0|219084|117093|212535|19317|6839|0|0
08|V|50 a 54 años|204706|1|204706|115208|197385|20531|8974|0|1
08|V|55 a 59 años|182186|0|182186|98749|175846|18683|8842|0|0
08|V|60 a 64 años|148065|1|148065|83908|143156|15792|6551|0|1
08|V|65 a 69 años|124142|3|124142|64514|120342|7712|3267|0|3
08|V|70 a 74 años|100532|2|100532|47277|97227|3427|1428|0|2
08|V|Más de 74 años|151109|3|151110|92468|134445|1759|633|1|2
09|M|15 a 17 años|14|0|14|14|0|0|0|0|0
09|M|18 a 20 años|955|0|955|53|939|0|0|0|0
09|M|21 a 24 años|3729|0|3729|90|3727|7|0|0|0
09|M|25 a 29 años|5452|0|5452|192|5444|24|5|0|0
09|M|30 a 34 años|6351|0|6351|365|6344|24|13|0|0
09|M|35 a 39 años|7923|0|7923|632|7916|92|19|0|0
09|M|40 a 44 años|9364|0|9364|836|9353|105|53|0|0
09|M|45 a 49 años|11382|0|11382|1158|11331|137|56|0|0
09|M|50 a 54 años|10754|0|10754|1096|10677|88|46|0|0
09|M|55 a 59 años|10402|0|10402|809|10326|53|30|0|0
09|M|60 a 64 años|8673|0|8673|572|8587|28|15|0|0
09|M|65 a 69 años|6334|1|6334|434|6243|11|6|0|1
09|M|70 a 74 años|3580|1|3580|234|3496|2|1|0|1
09|M|Más de 74 años|2471|0|2471|423|2206|2|1|0|0
09|V|15 a 17 años|149|9|156|149|0|0|0|0|9
09|V|18 a 20 años|1776|2|1778|282|1711|0|0|0|2
09|V|21 a 24 años|4717|0|4717|501|4698|80|1|0|0
09|V|25 a 29 años|6913|0|6913|1061|6894|325|18|0|0
09|V|30 a 34 años|7796|0|7796|2005|7771|547|64|0|0
09|V|35 a 39 años|9044|1|9044|2725|9013|1059|162|0|1
09|V|40 a 44 años|11029|2|11030|3761|10974|1624|341|0|2
09|V|45 a 49 años|13481|0|13481|4815|13364|2314|666|0|0
09|V|50 a 54 años|13313|1|13313|4633|13179|2541|1162|0|1
09|V|55 a 59 años|12905|1|12905|3957|12761|2315|1263|0|1
09|V|60 a 64 años|12572|3|12572|4293|12387|2139|983|0|3
09|V|65 a 69 años|11010|4|11011|3905|10774|770|335|0|4
09|V|70 a 74 años|8928|9|8928|3738|8602|238|90|0|9
09|V|Más de 74 años|13994|28|13995|9259|11119|61|16|0|28
10|M|15 a 17 años|47|0|47|47|0|0|0|0|0
10|M|18 a 20 años|1648|0|1648|92|1609|0|0|0|0
10|M|21 a 24 años|5159|0|5159|125|5154|11|0|0|0
10|M|25 a 29 años|7544|0|7544|326|7542|40|7|0|0
10|M|30 a 34 años|9340|0|9340|960|9330|78|8|0|0
10|M|35 a 39 años|10143|0|10143|1131|10129|71|29|0|0
10|M|40 a 44 años|11090|0|11090|1548|11071|90|36|0|0
10|M|45 a 49 años|11789|0|11789|1818|11699|73|38|0|0
10|M|50 a 54 años|11743|0|11743|1605|11613|70|33|0|0
10|M|55 a 59 años|11393|1|11393|1151|11259|44|22|0|1
10|M|60 a 64 años|9513|1|9513|1021|9317|21|9|0|1
10|M|65 a 69 años|6102|0|6102|683|5912|11|4|0|0
10|M|70 a 74 años|3091|0|3091|261|2985|2|1|0|0
10|M|Más de 74 años|2052|0|2052|264|1890|0|0|0|0
10|V|15 a 17 años|294|0|294|294|0|0|0|0|0
10|V|18 a 20 años|2654|0|2654|581|2511|0|0|0|0
10|V|21 a 24 años|5742|0|5742|719|5714|153|4|0|0
10|V|25 a 29 años|8589|0|8589|1564|8578|540|48|0|0
10|V|30 a 34 años|9168|0|9168|3758|9126|820|99|0|0
10|V|35 a 39 años|10806|0|10806|4853|10765|1489|241|0|0
10|V|40 a 44 años|12437|0|12437|5825|12353|2041|391|0|0
10|V|45 a 49 años|13422|1|13422|6366|13162|2326|607|0|1
10|V|50 a 54 años|13853|1|13853|6023|13497|2266|973|0|1
10|V|55 a 59 años|14909|4|14909|6027|14457|2142|1030|0|4
10|V|60 a 64 años|14845|10|14845|7004|14258|1794|729|0|10
10|V|65 a 69 años|12104|15|12106|5809|11494|772|296|0|15
10|V|70 a 74 años|9119|19|9120|4488|8486|293|119|0|19
10|V|Más de 74 años|15268|31|15269|10380|10813|133|61|0|31
11|M|15 a 17 años|1265|0|1265|1265|0|0|0|0|0
11|M|18 a 20 años|6816|0|6816|1958|5669|1|0|0|0
11|M|21 a 24 años|16472|0|16472|2149|16112|22|1|0|0
11|M|25 a 29 años|24374|0|24374|3477|24228|99|14|0|0
11|M|30 a 34 años|29422|0|29422|8814|29204|132|40|0|0
11|M|35 a 39 años|33876|0|33876|12226|33514|135|68|0|0
11|M|40 a 44 años|39902|0|39902|17579|39168|230|85|0|0
11|M|45 a 49 años|43644|0|43644|19810|41914|239|81|0|0
11|M|50 a 54 años|38992|0|38992|16648|36667|184|56|0|0
11|M|55 a 59 años|33478|0|33478|10865|31484|143|37|0|0
11|M|60 a 64 años|24730|0|24730|7158|22926|67|12|0|0
11|M|65 a 69 años|16795|0|16795|3854|15590|28|3|0|0
11|M|70 a 74 años|9059|0|9059|1350|8440|15|1|0|0
11|M|Más de 74 años|6086|0|6086|1088|5509|3|0|0|0
11|V|15 a 17 años|2738|0|2738|2738|0|0|0|0|0
11|V|18 a 20 años|10299|0|10299|4685|8211|5|0|0|0
11|V|21 a 24 años|20120|0|20120|5711|19320|302|9|0|0
11|V|25 a 29 años|26371|0|26371|7877|26001|904|73|0|0
11|V|30 a 34 años|30836|0|30836|17421|30330|1531|206|0|0
11|V|35 a 39 años|35708|0|35708|23153|35217|2828|522|0|0
11|V|40 a 44 años|42847|0|42847|30216|41827|4337|889|0|0
11|V|45 a 49 años|49098|1|49098|34627|47017|5731|1451|0|1
11|V|50 a 54 años|47003|1|47004|32750|44137|5638|2056|0|1
11|V|55 a 59 años|44358|1|44358|30290|40867|4355|1866|0|1
11|V|60 a 64 años|37765|6|37765|27086|33907|3088|1297|0|6
11|V|65 a 69 años|30982|2|30982|22440|27620|1456|613|0|2
11|V|70 a 74 años|23175|9|23175|16226|20326|596|267|0|9
11|V|Más de 74 años|35059|9|35059|27950|22682|232|103|0|9
12|M|15 a 17 años|403|0|403|403|0|0|0|0|0
12|M|18 a 20 años|2733|0|2733|611|2367|0|0|0|0
12|M|21 a 24 años|7392|0|7392|645|7302|10|0|0|0
12|M|25 a 29 años|10428|0|10428|951|10388|37|3|0|0
12|M|30 a 34 años|12346|0|12346|2464|12293|64|7|0|0
12|M|35 a 39 años|14454|0|14454|3713|14402|110|31|0|0
12|M|40 a 44 años|18052|0|18052|5596|17896|112|36|0|0
12|M|45 a 49 años|21097|0|21097|8303|20701|136|53|0|0
12|M|50 a 54 años|18905|0|18905|7591|18468|112|45|0|0
12|M|55 a 59 años|17281|0|17281|6468|16789|85|44|0|0
12|M|60 a 64 años|14202|0|14202|4513|13706|42|15|0|0
12|M|65 a 69 años|10511|0|10511|2477|10055|25|1|0|0
12|M|70 a 74 años|6774|0|6774|1224|6333|5|0|0|0
12|M|Más de 74 años|5973|0|5973|2285|4446|4|0|0|0
12|V|15 a 17 años|872|0|872|872|0|0|0|0|0
12|V|18 a 20 años|4164|0|4164|1508|3557|1|0|0|0
12|V|21 a 24 años|9112|0|9112|2272|8918|120|0|0|0
12|V|25 a 29 años|12459|0|12459|3388|12381|484|22|0|0
12|V|30 a 34 años|13258|0|13258|6448|13129|837|69|0|0
12|V|35 a 39 años|15139|0|15139|8194|15035|1476|191|0|0
12|V|40 a 44 años|20286|0|20286|12252|20011|2500|421|0|0
12|V|45 a 49 años|24782|0|24782|15782|24246|3536|826|0|0
12|V|50 a 54 años|22774|0|22774|15088|22160|3232|1187|0|0
12|V|55 a 59 años|21201|1|21201|14519|20566|3017|1361|0|1
12|V|60 a 64 años|18009|1|18009|13369|17449|2134|872|0|1
12|V|65 a 69 años|14725|6|14725|11207|14198|821|292|0|6
12|V|70 a 74 años|12031|6|12031|9504|11421|300|105|0|6
12|V|Más de 74 años|20210|37|20210|17401|15985|141|52|0|37
13|M|15 a 17 años|130|0|130|130|0|0|0|0|0
13|M|18 a 20 años|1757|0|1757|197|1652|0|0|0|0
13|M|21 a 24 años|6149|0|6149|250|6111|20|0|0|0
13|M|25 a 29 años|9932|0|9932|440|9922|32|3|0|0
13|M|30 a 34 años|11670|0|11670|1540|11643|41|12|0|0
13|M|35 a 39 años|12864|0|12864|2205|12837|125|35|0|0
13|M|40 a 44 años|14811|0|14811|2959|14743|221|47|0|0
13|M|45 a 49 años|15355|0|15355|3160|15142|159|57|0|0
13|M|50 a 54 años|14711|0|14711|3106|14377|93|44|0|0
13|M|55 a 59 años|13551|0|13551|2258|13213|73|28|0|0
13|M|60 a 64 años|10568|0|10568|1460|10200|28|8|0|0
13|M|65 a 69 años|6404|0|6404|768|6133|10|4|0|0
13|M|70 a 74 años|3283|2|3283|365|3092|2|1|0|2
13|M|Más de 74 años|2130|1|2130|363|1900|1|0|0|1
13|V|15 a 17 años|558|31|581|558|0|0|0|0|31
13|V|18 a 20 años|3190|18|3205|895|2851|5|0|0|18
13|V|21 a 24 años|7358|1|7359|1183|7269|181|0|0|1
13|V|25 a 29 años|11622|4|11625|2486|11582|714|41|0|4
13|V|30 a 34 años|13114|0|13114|5963|13024|1123|84|0|0
13|V|35 a 39 años|13810|1|13810|6805|13719|1892|268|0|1
13|V|40 a 44 años|15515|0|15515|7971|15329|2375|427|0|0
13|V|45 a 49 años|17501|2|17503|9152|17084|2907|722|0|2
13|V|50 a 54 años|17157|7|17162|8878|16608|2973|1265|0|7
13|V|55 a 59 años|18074|9|18075|9551|17378|3123|1600|0|9
13|V|60 a 64 años|16749|24|16749|10180|15855|2572|1071|0|24
13|V|65 a 69 años|12817|33|12817|7963|11879|1020|433|0|33
13|V|70 a 74 años|9985|47|9985|6256|8936|421|182|0|47
13|V|Más de 74 años|20524|164|20524|16898|11874|171|67|0|164
14|M|15 a 17 años|428|1|429|428|0|0|0|0|1
14|M|18 a 20 años|3380|0|3380|704|2982|0|0|0|0
14|M|21 a 24 años|10150|0|10150|976|10005|18|0|0|0
14|M|25 a 29 años|15815|0|15815|1544|15769|66|11|0|0
14|M|30 a 34 años|19974|0|19974|3406|19900|123|22|0|0
14|M|35 a 39 años|20816|0|20816|3740|20754|201|58|0|0
14|M|40 a 44 años|22729|0|22729|5717|22549|261|95|0|0
14|M|45 a 49 años|24775|0|24775|6886|24270|236|89|0|0
14|M|50 a 54 años|23027|0|23027|6462|22368|167|68|0|0
14|M|55 a 59 años|21532|1|21532|4739|20829|110|40|0|1
14|M|60 a 64 años|16269|1|16269|3261|15586|60|8|0|1
14|M|65 a 69 años|10456|0|10456|1933|9909|32|5|0|0
14|M|70 a 74 años|4829|1|4829|664|4546|7|0|0|1
14|M|Más de 74 años|3110|1|3110|623|2755|1|0|0|1
14|V|15 a 17 años|1268|13|1278|1268|0|0|0|0|13
14|V|18 a 20 años|5857|1|5857|2125|5000|7|0|0|1
14|V|21 a 24 años|12422|0|12422|2804|12172|278|7|0|0
14|V|25 a 29 años|18110|0|18110|4900|17996|858|55|0|0
14|V|30 a 34 años|20117|0|20117|10218|19969|1458|121|0|0
14|V|35 a 39 años|22300|1|22301|12652|22166|2709|391|0|1
14|V|40 a 44 años|25105|0|25105|16084|24800|3747|668|0|0
14|V|45 a 49 años|27982|0|27982|18009|27269|4435|1166|0|0
14|V|50 a 54 años|27246|1|27246|17754|26270|4418|1793|0|1
14|V|55 a 59 años|28656|3|28657|18615|27329|4336|2056|1|2
14|V|60 a 64 años|25609|7|25609|18221|24292|3393|1409|0|7
14|V|65 a 69 años|20691|6|20691|15501|19437|1371|566|0|6
14|V|70 a 74 años|15211|8|15211|11134|13932|509|239|0|8
14|V|Más de 74 años|27024|19|27024|22768|17364|232|103|0|19
15|M|15 a 17 años|53|2|55|53|0|0|0|0|2
15|M|18 a 20 años|4137|0|4137|141|4106|1|0|0|0
15|M|21 a 24 años|12154|0|12154|209|12149|16|2|0|0
15|M|25 a 29 años|17925|0|17925|602|17914|64|21|0|0
15|M|30 a 34 años|26080|0|26080|2112|26052|298|58|0|0
15|M|35 a 39 años|32238|0|32238|2865|32203|517|138|0|0
15|M|40 a 44 años|38101|0|38101|4142|38012|448|197|0|0
15|M|45 a 49 años|43804|1|43804|6819|43544|406|188|0|1
15|M|50 a 54 años|39622|0|39622|6241|39312|296|184|0|0
15|M|55 a 59 años|36238|4|36238|3822|35901|192|109|0|4
15|M|60 a 64 años|30441|8|30441|2578|30102|123|66|0|8
